selection_order,iter,mp,cmp,year,catch
1,130,tun45,HSsym (MP45),2047,639.376470705931
1,130,tun45,HSsym (MP45),2048,160.403149320256
1,130,tun45,HSsym (MP45),2049,1.00971566489866e-05
1,130,tun45,HSsym (MP45),2050,1.00921224135514e-05
4,308,tun45,HSsym (MP45),2026,1192.39209812212
4,308,tun45,HSsym (MP45),2027,1146.57414918951
4,308,tun45,HSsym (MP45),2028,1318.56027165235
4,308,tun45,HSsym (MP45),2029,1516.3443122997
4,308,tun45,HSsym (MP45),2030,1743.79595927652
4,308,tun45,HSsym (MP45),2031,1605.25602328319
4,308,tun45,HSsym (MP45),2032,1459.07840786695
4,308,tun45,HSsym (MP45),2033,1296.93063687391
4,308,tun45,HSsym (MP45),2034,1102.39104134271
4,308,tun45,HSsym (MP45),2035,937.032384340702
4,308,tun45,HSsym (MP45),2036,796.477527369107
4,308,tun45,HSsym (MP45),2037,308.157245464529
4,308,tun45,HSsym (MP45),2038,1.32492510629922e-05
4,308,tun45,HSsym (MP45),2039,1.00228139166027e-05
4,308,tun45,HSsym (MP45),2040,1.00483859486759e-05
4,308,tun45,HSsym (MP45),2041,1.00147971667957e-05
4,308,tun45,HSsym (MP45),2042,1.01088978489361e-05
4,308,tun45,HSsym (MP45),2043,1.01026759409621e-05
4,308,tun45,HSsym (MP45),2044,1.01262924093566e-05
4,308,tun45,HSsym (MP45),2045,1.00914051043752e-05
4,308,tun45,HSsym (MP45),2046,1.01003229189551e-05
4,308,tun45,HSsym (MP45),2047,1.01218499310376e-05
4,308,tun45,HSsym (MP45),2048,1.01257299815863e-05
4,308,tun45,HSsym (MP45),2049,1.01169755544585e-05
4,308,tun45,HSsym (MP45),2050,1.01000815556884e-05
2,100,tun46,PRsym (MP46),2026,1177.24999991646
2,100,tun46,PRsym (MP46),2027,1000.66249819231
2,100,tun46,PRsym (MP46),2028,850.563124999998
2,100,tun46,PRsym (MP46),2029,798.717358015745
2,100,tun46,PRsym (MP46),2030,918.524961718105
2,100,tun46,PRsym (MP46),2031,1033.63387770043
2,100,tun46,PRsym (MP46),2032,878.588796045369
2,100,tun46,PRsym (MP46),2033,746.800476638568
2,100,tun46,PRsym (MP46),2034,858.820548134313
2,100,tun46,PRsym (MP46),2035,774.196429941677
2,100,tun46,PRsym (MP46),2036,658.066965450439
2,100,tun46,PRsym (MP46),2037,559.356920632892
2,100,tun46,PRsym (MP46),2038,475.453365529618
2,100,tun46,PRsym (MP46),2039,404.135374271576
2,100,tun46,PRsym (MP46),2040,431.360926407954
2,100,tun46,PRsym (MP46),2041,496.065065482157
2,100,tun46,PRsym (MP46),2042,570.474825295225
2,100,tun46,PRsym (MP46),2043,656.046049101697
2,100,tun46,PRsym (MP46),2044,754.452956410411
2,100,tun46,PRsym (MP46),2045,867.620899741149
2,100,tun46,PRsym (MP46),2046,997.764034407469
2,100,tun46,PRsym (MP46),2047,1147.4286387827
2,100,tun46,PRsym (MP46),2048,1319.54293238232
2,100,tun46,PRsym (MP46),2049,1517.47437032742
2,100,tun46,PRsym (MP46),2050,1745.09552182336
3,122,tun46,PRsym (MP46),2026,1177.24999999925
3,122,tun46,PRsym (MP46),2027,1000.66249992401
3,122,tun46,PRsym (MP46),2028,850.563099559618
3,122,tun46,PRsym (MP46),2029,958.069593512503
3,122,tun46,PRsym (MP46),2030,1101.77999814455
3,122,tun46,PRsym (MP46),2031,1267.04703517581
3,122,tun46,PRsym (MP46),2032,1076.98997458977
3,122,tun46,PRsym (MP46),2033,915.441484536155
3,122,tun46,PRsym (MP46),2034,1052.75770288731
3,122,tun46,PRsym (MP46),2035,1210.67136324026
3,122,tun46,PRsym (MP46),2036,1392.2720677937
3,122,tun46,PRsym (MP46),2037,1214.02823600121
3,122,tun46,PRsym (MP46),2038,1109.55701595953
3,122,tun46,PRsym (MP46),2039,943.123463557786
3,122,tun46,PRsym (MP46),2040,1084.59198295398
3,122,tun46,PRsym (MP46),2041,1247.2807805406
3,122,tun46,PRsym (MP46),2042,1434.37289469151
3,122,tun46,PRsym (MP46),2043,1649.528832226
3,122,tun46,PRsym (MP46),2044,1896.95815710491
3,122,tun46,PRsym (MP46),2045,1660.0201144611
3,122,tun46,PRsym (MP46),2046,1640.77320255702
3,122,tun46,PRsym (MP46),2047,1587.6188873226
3,122,tun46,PRsym (MP46),2048,1349.47605422393
3,122,tun46,PRsym (MP46),2049,1147.05464609061
3,122,tun46,PRsym (MP46),2050,974.99644057131
1,130,tun46,PRsym (MP46),2026,1177.24999999863
1,130,tun46,PRsym (MP46),2027,1000.66249980315
1,130,tun46,PRsym (MP46),2028,850.563122590125
1,130,tun46,PRsym (MP46),2029,722.978650793755
1,130,tun46,PRsym (MP46),2030,789.168977177009
1,130,tun46,PRsym (MP46),2031,907.544321601085
1,130,tun46,PRsym (MP46),2032,1043.6759611986
1,130,tun46,PRsym (MP46),2033,1200.22733169067
1,130,tun46,PRsym (MP46),2034,1380.26148283052
1,130,tun46,PRsym (MP46),2035,1587.3007052551
1,130,tun46,PRsym (MP46),2036,1821.80607179563
1,130,tun46,PRsym (MP46),2037,1910.44970108646
1,130,tun46,PRsym (MP46),2038,1965.79617917208
1,130,tun46,PRsym (MP46),2039,2039.70029974623
1,130,tun46,PRsym (MP46),2040,1890.12930607437
1,130,tun46,PRsym (MP46),2041,1640.61569772769
1,130,tun46,PRsym (MP46),2042,1605.54801655743
1,130,tun46,PRsym (MP46),2043,1539.01945847936
1,130,tun46,PRsym (MP46),2044,1372.41424960112
1,130,tun46,PRsym (MP46),2045,1166.55211241484
1,130,tun46,PRsym (MP46),2046,991.569295351341
1,130,tun46,PRsym (MP46),2047,842.833901219724
1,130,tun46,PRsym (MP46),2048,173.293177762138
1,130,tun46,PRsym (MP46),2049,1.00971566489866e-05
1,130,tun46,PRsym (MP46),2050,1.00921224135514e-05
4,308,tun46,PRsym (MP46),2026,1177.24999999979
4,308,tun46,PRsym (MP46),2027,1000.6624992889
4,308,tun46,PRsym (MP46),2028,1069.55371802269
4,308,tun46,PRsym (MP46),2029,1229.98677686019
4,308,tun46,PRsym (MP46),2030,1414.48479338922
4,308,tun46,PRsym (MP46),2031,1542.10206896441
4,308,tun46,PRsym (MP46),2032,1516.35699990449
4,308,tun46,PRsym (MP46),2033,1403.78646791505
4,308,tun46,PRsym (MP46),2034,1193.21849761584
4,308,tun46,PRsym (MP46),2035,1014.23572308353
4,308,tun46,PRsym (MP46),2036,862.100364621013
4,308,tun46,PRsym (MP46),2037,732.78530988744
4,308,tun46,PRsym (MP46),2038,307.344649583287
4,308,tun46,PRsym (MP46),2039,1.00746796535097e-05
4,308,tun46,PRsym (MP46),2040,1.01088124490449e-05
4,308,tun46,PRsym (MP46),2041,1.00621755212177e-05
4,308,tun46,PRsym (MP46),2042,1.00738895040868e-05
4,308,tun46,PRsym (MP46),2043,1.01026759409621e-05
4,308,tun46,PRsym (MP46),2044,1.01262924093566e-05
4,308,tun46,PRsym (MP46),2045,1.00914051043752e-05
4,308,tun46,PRsym (MP46),2046,1.01003229189551e-05
4,308,tun46,PRsym (MP46),2047,1.01218499310376e-05
4,308,tun46,PRsym (MP46),2048,1.01257299815863e-05
4,308,tun46,PRsym (MP46),2049,1.01169755544585e-05
4,308,tun46,PRsym (MP46),2050,1.01000815556884e-05
2,100,tun47,HS-30 (MP47),2026,1222.73400305248
2,100,tun47,HS-30 (MP47),2027,1175.40936025186
2,100,tun47,HS-30 (MP47),2028,983.77795944757
2,100,tun47,HS-30 (MP47),2029,1180.53355386791
2,100,tun47,HS-30 (MP47),2030,1379.01895385028
2,100,tun47,HS-30 (MP47),2031,1337.82373700518
2,100,tun47,HS-30 (MP47),2032,961.246055773839
2,100,tun47,HS-30 (MP47),2033,909.15588036229
2,100,tun47,HS-30 (MP47),2034,957.754902890507
2,100,tun47,HS-30 (MP47),2035,840.322831739477
2,100,tun47,HS-30 (MP47),2036,700.362928987502
2,100,tun47,HS-30 (MP47),2037,518.119233981377
2,100,tun47,HS-30 (MP47),2038,458.003757829057
2,100,tun47,HS-30 (MP47),2039,376.760989136077
2,100,tun47,HS-30 (MP47),2040,443.646592737102
2,100,tun47,HS-30 (MP47),2041,532.375911284464
2,100,tun47,HS-30 (MP47),2042,638.851093526562
2,100,tun47,HS-30 (MP47),2043,766.621312180859
2,100,tun47,HS-30 (MP47),2044,919.945574083635
2,100,tun47,HS-30 (MP47),2045,1103.93467253805
2,100,tun47,HS-30 (MP47),2046,1324.72161780377
2,100,tun47,HS-30 (MP47),2047,1589.66593101406
2,100,tun47,HS-30 (MP47),2048,1907.59914004734
2,100,tun47,HS-30 (MP47),2049,1999.99999956436
2,100,tun47,HS-30 (MP47),2050,1999.99999964531
3,122,tun47,HS-30 (MP47),2026,1222.73463777446
3,122,tun47,HS-30 (MP47),2027,1175.40963372124
3,122,tun47,HS-30 (MP47),2028,1156.30039606113
3,122,tun47,HS-30 (MP47),2029,1357.72347289081
3,122,tun47,HS-30 (MP47),2030,1457.20504556365
3,122,tun47,HS-30 (MP47),2031,1524.90779262345
3,122,tun47,HS-30 (MP47),2032,1234.4546914029
3,122,tun47,HS-30 (MP47),2033,1085.76367151594
3,122,tun47,HS-30 (MP47),2034,1237.16075770497
3,122,tun47,HS-30 (MP47),2035,1396.20798716999
3,122,tun47,HS-30 (MP47),2036,1324.22291850735
3,122,tun47,HS-30 (MP47),2037,1045.18043744854
3,122,tun47,HS-30 (MP47),2038,987.347792226498
3,122,tun47,HS-30 (MP47),2039,946.128331468294
3,122,tun47,HS-30 (MP47),2040,1078.83340598528
3,122,tun47,HS-30 (MP47),2041,1262.3956746949
3,122,tun47,HS-30 (MP47),2042,1514.87480962556
3,122,tun47,HS-30 (MP47),2043,1817.84977156075
3,122,tun47,HS-30 (MP47),2044,1999.99999579501
3,122,tun47,HS-30 (MP47),2045,1543.31544782653
3,122,tun47,HS-30 (MP47),2046,1473.60030275885
3,122,tun47,HS-30 (MP47),2047,1330.71079573802
3,122,tun47,HS-30 (MP47),2048,931.497557011155
3,122,tun47,HS-30 (MP47),2049,748.745225865072
3,122,tun47,HS-30 (MP47),2050,864.093399496618
1,130,tun47,HS-30 (MP47),2026,1222.73442966432
1,130,tun47,HS-30 (MP47),2027,1175.4088797387
1,130,tun47,HS-30 (MP47),2028,952.34379540358
1,130,tun47,HS-30 (MP47),2029,1030.42181474345
1,130,tun47,HS-30 (MP47),2030,1220.72822573638
1,130,tun47,HS-30 (MP47),2031,1368.90647093544
1,130,tun47,HS-30 (MP47),2032,1443.93285039557
1,130,tun47,HS-30 (MP47),2033,1732.7194175418
1,130,tun47,HS-30 (MP47),2034,1690.60150316482
1,130,tun47,HS-30 (MP47),2035,1906.25609603722
1,130,tun47,HS-30 (MP47),2036,1735.80370152094
1,130,tun47,HS-30 (MP47),2037,1843.58293652527
1,130,tun47,HS-30 (MP47),2038,1926.41056100134
1,130,tun47,HS-30 (MP47),2039,1999.99999684141
1,130,tun47,HS-30 (MP47),2040,1857.47607327809
1,130,tun47,HS-30 (MP47),2041,1450.49091724494
1,130,tun47,HS-30 (MP47),2042,1372.00805706202
1,130,tun47,HS-30 (MP47),2043,1198.61959246756
1,130,tun47,HS-30 (MP47),2044,1034.37989537292
1,130,tun47,HS-30 (MP47),2045,774.419831996137
1,130,tun47,HS-30 (MP47),2046,593.564450324212
1,130,tun47,HS-30 (MP47),2047,415.495115226949
1,130,tun47,HS-30 (MP47),2048,336.100397929903
1,130,tun47,HS-30 (MP47),2049,269.999999999843
1,130,tun47,HS-30 (MP47),2050,270
4,308,tun47,HS-30 (MP47),2026,1222.73394345516
4,308,tun47,HS-30 (MP47),2027,1175.40882519266
4,308,tun47,HS-30 (MP47),2028,1410.49059028234
4,308,tun47,HS-30 (MP47),2029,1692.58870833916
4,308,tun47,HS-30 (MP47),2030,1988.93288921334
4,308,tun47,HS-30 (MP47),2031,1613.00204034557
4,308,tun47,HS-30 (MP47),2032,1414.70269510932
4,308,tun47,HS-30 (MP47),2033,1198.95293624049
4,308,tun47,HS-30 (MP47),2034,917.026505864311
4,308,tun47,HS-30 (MP47),2035,641.918554104994
4,308,tun47,HS-30 (MP47),2036,449.342987872179
4,308,tun47,HS-30 (MP47),2037,388.319880729843
4,308,tun47,HS-30 (MP47),2038,327.313358812841
4,308,tun47,HS-30 (MP47),2039,234.677028409116
4,308,tun47,HS-30 (MP47),2040,1.01390485365646e-05
4,308,tun47,HS-30 (MP47),2041,1.00967110562166e-05
4,308,tun47,HS-30 (MP47),2042,1.01037170625162e-05
4,308,tun47,HS-30 (MP47),2043,1.01026759409621e-05
4,308,tun47,HS-30 (MP47),2044,1.01262924093566e-05
4,308,tun47,HS-30 (MP47),2045,1.00914051043752e-05
4,308,tun47,HS-30 (MP47),2046,1.01003229189551e-05
4,308,tun47,HS-30 (MP47),2047,1.01218499310376e-05
4,308,tun47,HS-30 (MP47),2048,1.01257299815863e-05
4,308,tun47,HS-30 (MP47),2049,1.01169755544585e-05
4,308,tun47,HS-30 (MP47),2050,1.01000815556884e-05
2,100,tun48,PR-30 (MP48),2026,969.499997566
2,100,tun48,PR-30 (MP48),2027,726.571080970759
2,100,tun48,PR-30 (MP48),2028,527.659301268944
2,100,tun48,PR-30 (MP48),2029,633.191158197029
2,100,tun48,PR-30 (MP48),2030,759.829381858811
2,100,tun48,PR-30 (MP48),2031,911.79527870631
2,100,tun48,PR-30 (MP48),2032,892.691182936718
2,100,tun48,PR-30 (MP48),2033,1016.14685830572
2,100,tun48,PR-30 (MP48),2034,1219.37622996572
2,100,tun48,PR-30 (MP48),2035,1414.05144068065
2,100,tun48,PR-30 (MP48),2036,1038.86055709193
2,100,tun48,PR-30 (MP48),2037,727.202389971204
2,100,tun48,PR-30 (MP48),2038,509.041672978194
2,100,tun48,PR-30 (MP48),2039,356.32917106225
2,100,tun48,PR-30 (MP48),2040,325.413099173775
2,100,tun48,PR-30 (MP48),2041,384.420044362273
2,100,tun48,PR-30 (MP48),2042,461.304053222921
2,100,tun48,PR-30 (MP48),2043,553.564863862041
2,100,tun48,PR-30 (MP48),2044,664.277836581237
2,100,tun48,PR-30 (MP48),2045,797.133403750211
2,100,tun48,PR-30 (MP48),2046,956.560084073225
2,100,tun48,PR-30 (MP48),2047,1147.87209941752
2,100,tun48,PR-30 (MP48),2048,1377.44651428714
2,100,tun48,PR-30 (MP48),2049,1652.93581039418
2,100,tun48,PR-30 (MP48),2050,1983.52295294737
3,122,tun48,PR-30 (MP48),2026,969.499999981901
3,122,tun48,PR-30 (MP48),2027,726.571420969251
3,122,tun48,PR-30 (MP48),2028,711.045040513555
3,122,tun48,PR-30 (MP48),2029,853.254043129651
3,122,tun48,PR-30 (MP48),2030,1023.90486572299
3,122,tun48,PR-30 (MP48),2031,1228.68583886759
3,122,tun48,PR-30 (MP48),2032,1420.17432936336
3,122,tun48,PR-30 (MP48),2033,1314.21134473989
3,122,tun48,PR-30 (MP48),2034,1577.05364484281
3,122,tun48,PR-30 (MP48),2035,1734.80027337719
3,122,tun48,PR-30 (MP48),2036,1652.24937603057
3,122,tun48,PR-30 (MP48),2037,1156.57456286652
3,122,tun48,PR-30 (MP48),2038,809.602194254949
3,122,tun48,PR-30 (MP48),2039,617.921476920662
3,122,tun48,PR-30 (MP48),2040,739.5961390315
3,122,tun48,PR-30 (MP48),2041,887.515366939851
3,122,tun48,PR-30 (MP48),2042,1065.0184382668
3,122,tun48,PR-30 (MP48),2043,1278.02212603658
3,122,tun48,PR-30 (MP48),2044,1533.62654441409
3,122,tun48,PR-30 (MP48),2045,1705.78366244102
3,122,tun48,PR-30 (MP48),2046,1732.73711559853
3,122,tun48,PR-30 (MP48),2047,1729.64484568555
3,122,tun48,PR-30 (MP48),2048,1495.67579741838
3,122,tun48,PR-30 (MP48),2049,1046.97305624165
3,122,tun48,PR-30 (MP48),2050,1118.06861629208
1,130,tun48,PR-30 (MP48),2026,969.499999910334
1,130,tun48,PR-30 (MP48),2027,726.570475123224
1,130,tun48,PR-30 (MP48),2028,508.599331562663
1,130,tun48,PR-30 (MP48),2029,608.262873344325
1,130,tun48,PR-30 (MP48),2030,729.915447072133
1,130,tun48,PR-30 (MP48),2031,875.898535188127
1,130,tun48,PR-30 (MP48),2032,1051.07823573661
1,130,tun48,PR-30 (MP48),2033,1261.29385925138
1,130,tun48,PR-30 (MP48),2034,1513.55267617807
1,130,tun48,PR-30 (MP48),2035,1816.26321141369
1,130,tun48,PR-30 (MP48),2036,1967.63482137636
1,130,tun48,PR-30 (MP48),2037,2033.73596491742
1,130,tun48,PR-30 (MP48),2038,2059.54454796276
1,130,tun48,PR-30 (MP48),2039,2110.78519680915
1,130,tun48,PR-30 (MP48),2040,1935.57965215714
1,130,tun48,PR-30 (MP48),2041,1663.44782207409
1,130,tun48,PR-30 (MP48),2042,1612.69047618533
1,130,tun48,PR-30 (MP48),2043,1530.81351120851
1,130,tun48,PR-30 (MP48),2044,1278.35472594964
1,130,tun48,PR-30 (MP48),2045,894.848307967025
1,130,tun48,PR-30 (MP48),2046,626.393815910402
1,130,tun48,PR-30 (MP48),2047,438.475671164302
1,130,tun48,PR-30 (MP48),2048,306.932969815073
1,130,tun48,PR-30 (MP48),2049,270.057364284193
1,130,tun48,PR-30 (MP48),2050,270.000195318173
4,308,tun48,PR-30 (MP48),2026,969.499999991979
4,308,tun48,PR-30 (MP48),2027,726.570385769919
4,308,tun48,PR-30 (MP48),2028,871.884487688427
4,308,tun48,PR-30 (MP48),2029,1046.26138522611
4,308,tun48,PR-30 (MP48),2030,1255.51366227124
4,308,tun48,PR-30 (MP48),2031,1506.61639472559
4,308,tun48,PR-30 (MP48),2032,1681.55716438107
4,308,tun48,PR-30 (MP48),2033,1675.81234515037
4,308,tun48,PR-30 (MP48),2034,1536.97358013429
4,308,tun48,PR-30 (MP48),2035,1075.88150609389
4,308,tun48,PR-30 (MP48),2036,753.117054215921
4,308,tun48,PR-30 (MP48),2037,527.181937986042
4,308,tun48,PR-30 (MP48),2038,369.027356587848
4,308,tun48,PR-30 (MP48),2039,270.700266096397
4,308,tun48,PR-30 (MP48),2040,210.017858717173
4,308,tun48,PR-30 (MP48),2041,1.00218900940925e-05
4,308,tun48,PR-30 (MP48),2042,1.00321726319066e-05
4,308,tun48,PR-30 (MP48),2043,1.00190673838379e-05
4,308,tun48,PR-30 (MP48),2044,1.01262924093566e-05
4,308,tun48,PR-30 (MP48),2045,1.00914051043752e-05
4,308,tun48,PR-30 (MP48),2046,1.01003229189551e-05
4,308,tun48,PR-30 (MP48),2047,1.01218499310376e-05
4,308,tun48,PR-30 (MP48),2048,1.01257299815863e-05
4,308,tun48,PR-30 (MP48),2049,1.01169755544585e-05
4,308,tun48,PR-30 (MP48),2050,1.01000815556884e-05
