om,biol,mp,period,metric,median,lower,upper
h1_0.16_selex,CJM,MP43,Long term (2041-2050),VB / VB[2025],9.46684051771223,3.90380544547448,21.7282330983504
h1_0.16_selex,CJM,MP43,Long term (2041-2050),VB / VB[MSY],0.919353206004357,0.394159513159542,1.85929053939689
h1_0.16_lowrec,CJM,MP43,Long term (2041-2050),VB / VB[2025],4.77162749967625,1.87907814943539,9.34118822501207
h1_0.16_lowrec,CJM,MP43,Long term (2041-2050),VB / VB[MSY],0.682476270048993,0.369582604659918,1.13202133710617
h1_0.16_cycle,CJM,MP43,Long term (2041-2050),VB / VB[2025],4.40501887375133,1.34517849811901,10.0703644358606
h1_0.16_cycle,CJM,MP43,Long term (2041-2050),VB / VB[MSY],0.641581025757898,0.287326214025531,1.35488803068279
h1_0.16h,CJM,MP43,Long term (2041-2050),VB / VB[2025],4.01466132883708,2.05038257409898,8.3529592018252
h1_0.16h,CJM,MP43,Long term (2041-2050),VB / VB[MSY],1.38108267361643,0.728987753643763,2.22664950302222
h1_1.14,CJM,MP43,Long term (2041-2050),VB / VB[2025],2.64057348347007,1.322493575114,5.71528953659186
h1_1.14,CJM,MP43,Long term (2041-2050),VB / VB[MSY],1.523579729781,0.889941215509076,2.43005716054433
h2_0.16,Southern,MP43,Long term (2041-2050),VB / VB[2025],3.78229923600118,2.41428434055331,7.19956271107177
h2_0.16,Southern,MP43,Long term (2041-2050),VB / VB[MSY],0.807374063933727,0.654425339929267,0.983104996604296
h2_0.16,North,MP43,Long term (2041-2050),VB / VB[2025],0.822570318617189,1.09985862688397e-08,1.89793259477094
h2_0.16,North,MP43,Long term (2041-2050),VB / VB[MSY],0.441254205573935,4.57544240433518e-09,0.712384565242484
h2_0.16_mov,Southern,MP43,Long term (2041-2050),VB / VB[2025],3.32352269365024,2.13373671824799,5.21557165919659
h2_0.16_mov,Southern,MP43,Long term (2041-2050),VB / VB[MSY],0.685966145520588,0.568297156913075,0.844231166210456
h2_0.16_mov,North,MP43,Long term (2041-2050),VB / VB[2025],2.62479671878806,1.21621610606264,4.58523483935363
h2_0.16_mov,North,MP43,Long term (2041-2050),VB / VB[MSY],1.36628090177017,1.04295631809134,1.97571383358268
h2_0.16h,Southern,MP43,Long term (2041-2050),VB / VB[2025],2.98453827752346,1.93452620415893,4.35477300243701
h2_0.16h,Southern,MP43,Long term (2041-2050),VB / VB[MSY],1.4238276127801,1.2164503555751,1.6629622410327
h2_0.16h,North,MP43,Long term (2041-2050),VB / VB[2025],2.97975232043267,4.2639851897709e-08,6.97481147789023
h2_0.16h,North,MP43,Long term (2041-2050),VB / VB[MSY],0.829494130008353,8.43528454136217e-09,1.35221521296745
h2_1.14,Southern,MP43,Long term (2041-2050),VB / VB[2025],2.37952342404376,1.41805424317683,4.59406597143226
h2_1.14,Southern,MP43,Long term (2041-2050),VB / VB[MSY],1.30226044380969,1.11306267755863,1.42494640339919
h2_1.14,North,MP43,Long term (2041-2050),VB / VB[2025],9.68309217288299e-09,5.7581351984827e-09,1.02810318993095
h2_1.14,North,MP43,Long term (2041-2050),VB / VB[MSY],2.71144070463612e-09,1.33592294160113e-09,0.256224483806424
h1_0.16_selex,CJM,MP32,Long term (2041-2050),VB / VB[2025],6.61620005120515,1.2424699507342,15.9042706883748
h1_0.16_selex,CJM,MP32,Long term (2041-2050),VB / VB[MSY],0.62625778070956,0.14051737112325,1.32576646581952
h1_0.16_lowrec,CJM,MP32,Long term (2041-2050),VB / VB[2025],3.63028298870358,1.14617200953718,7.59182237751059
h1_0.16_lowrec,CJM,MP32,Long term (2041-2050),VB / VB[MSY],0.557501068868601,0.196887575486816,0.913483012288834
h1_0.16_cycle,CJM,MP32,Long term (2041-2050),VB / VB[2025],3.39818862221129,0.88553956442069,7.71263844293061
h1_0.16_cycle,CJM,MP32,Long term (2041-2050),VB / VB[MSY],0.497901057444198,0.129293680838627,0.993397389877512
h1_0.16h,CJM,MP32,Long term (2041-2050),VB / VB[2025],3.30121798503445,1.74995949834527,6.5040736077804
h1_0.16h,CJM,MP32,Long term (2041-2050),VB / VB[MSY],1.15177463170254,0.559645763953564,1.82829264648659
h1_1.14,CJM,MP32,Long term (2041-2050),VB / VB[2025],2.26997449373152,1.20379973486576,5.08138170311166
h1_1.14,CJM,MP32,Long term (2041-2050),VB / VB[MSY],1.30190338682686,0.753747274227957,2.12136202540069
h2_0.16,Southern,MP32,Long term (2041-2050),VB / VB[2025],2.83181210946728,1.85288014991043,5.15643774652702
h2_0.16,Southern,MP32,Long term (2041-2050),VB / VB[MSY],0.608106465267419,0.475073853676063,0.7550873782228
h2_0.16,North,MP32,Long term (2041-2050),VB / VB[2025],0.270423770421212,9.3040021231739e-09,1.31841696045709
h2_0.16,North,MP32,Long term (2041-2050),VB / VB[MSY],0.115816857368818,3.2196280089543e-09,0.646474553249585
h2_0.16_mov,Southern,MP32,Long term (2041-2050),VB / VB[2025],2.59070239990413,1.8208676424407,3.87067921686382
h2_0.16_mov,Southern,MP32,Long term (2041-2050),VB / VB[MSY],0.530474973916089,0.429281952743082,0.685309083412523
h2_0.16_mov,North,MP32,Long term (2041-2050),VB / VB[2025],2.45609214092088,1.17187881118953,4.1913914610958
h2_0.16_mov,North,MP32,Long term (2041-2050),VB / VB[MSY],1.28429382242793,0.982943158655246,1.76174152544524
h2_0.16h,Southern,MP32,Long term (2041-2050),VB / VB[2025],2.46210107253705,1.66612568423023,3.37816886387588
h2_0.16h,Southern,MP32,Long term (2041-2050),VB / VB[MSY],1.20875908422288,0.9633951783811,1.49479418378275
h2_0.16h,North,MP32,Long term (2041-2050),VB / VB[2025],0.00315961218978895,2.26270750901619e-08,5.27307357200445
h2_0.16h,North,MP32,Long term (2041-2050),VB / VB[MSY],0.000648786320347721,6.04884159888345e-09,1.23946224717718
h2_1.14,Southern,MP32,Long term (2041-2050),VB / VB[2025],1.97785827565802,1.18419691910408,3.75214770714479
h2_1.14,Southern,MP32,Long term (2041-2050),VB / VB[MSY],1.06900196932394,0.866660492382197,1.28909385822127
h2_1.14,North,MP32,Long term (2041-2050),VB / VB[2025],8.20400267367689e-09,5.01949494821901e-09,0.0176040649960678
h2_1.14,North,MP32,Long term (2041-2050),VB / VB[MSY],2.33000453139668e-09,1.24325023011827e-09,0.00437162119574959
h1_0.16_selex,CJM,MP44,Long term (2041-2050),VB / VB[2025],9.71833321797355,5.07297005908069,20.1599876551586
h1_0.16_selex,CJM,MP44,Long term (2041-2050),VB / VB[MSY],0.910906253659491,0.454742033920571,1.71427120909713
h1_0.16_lowrec,CJM,MP44,Long term (2041-2050),VB / VB[2025],4.93596826992219,2.37675584542183,9.82889945908513
h1_0.16_lowrec,CJM,MP44,Long term (2041-2050),VB / VB[MSY],0.744472724214691,0.419547908741865,1.10199877225728
h1_0.16_cycle,CJM,MP44,Long term (2041-2050),VB / VB[2025],4.60190631835454,1.73171416461271,9.86320484745093
h1_0.16_cycle,CJM,MP44,Long term (2041-2050),VB / VB[MSY],0.672009067893957,0.32486339990783,1.29438335679076
h1_0.16h,CJM,MP44,Long term (2041-2050),VB / VB[2025],4.29132638949087,2.42484384431205,8.05556500824788
h1_0.16h,CJM,MP44,Long term (2041-2050),VB / VB[MSY],1.43541481795121,0.728302283505935,2.15013141371303
h1_1.14,CJM,MP44,Long term (2041-2050),VB / VB[2025],2.6850150103935,1.54730514929036,5.7015744992791
h1_1.14,CJM,MP44,Long term (2041-2050),VB / VB[MSY],1.53159697536859,0.932455099598954,2.35120922677884
h2_0.16,Southern,MP44,Long term (2041-2050),VB / VB[2025],3.71843488768809,2.46553175571931,6.88733643967349
h2_0.16,Southern,MP44,Long term (2041-2050),VB / VB[MSY],0.793967507574712,0.641518931052446,0.972193359627249
h2_0.16,North,MP44,Long term (2041-2050),VB / VB[2025],0.85274220940384,0.0160329122229956,2.00187226043355
h2_0.16,North,MP44,Long term (2041-2050),VB / VB[MSY],0.4144925168944,0.00411945036268949,0.723309875080251
h2_0.16_mov,Southern,MP44,Long term (2041-2050),VB / VB[2025],3.37534052287825,2.28327052077509,5.07773188971635
h2_0.16_mov,Southern,MP44,Long term (2041-2050),VB / VB[MSY],0.692518174223653,0.573333506580137,0.883103904575083
h2_0.16_mov,North,MP44,Long term (2041-2050),VB / VB[2025],2.67168585420887,1.26230319553217,4.57992406682337
h2_0.16_mov,North,MP44,Long term (2041-2050),VB / VB[MSY],1.39817378658421,1.06644148147287,1.97345627647751
h2_0.16h,Southern,MP44,Long term (2041-2050),VB / VB[2025],3.14763237457714,2.10622784024447,4.42999591119723
h2_0.16h,Southern,MP44,Long term (2041-2050),VB / VB[MSY],1.49613908214406,1.23661454814891,1.8046465154605
h2_0.16h,North,MP44,Long term (2041-2050),VB / VB[2025],3.82916637184699,5.46278007701126e-08,7.89776822192067
h2_0.16h,North,MP44,Long term (2041-2050),VB / VB[MSY],0.93730132788913,9.25262869947827e-09,1.42372078285706
h2_1.14,Southern,MP44,Long term (2041-2050),VB / VB[2025],2.39642145165772,1.44907531762817,4.46055705871076
h2_1.14,Southern,MP44,Long term (2041-2050),VB / VB[MSY],1.29671267192469,1.10489190256513,1.50537621698256
h2_1.14,North,MP44,Long term (2041-2050),VB / VB[2025],1.03674269332168e-08,6.11690897353293e-09,1.33121072996327
h2_1.14,North,MP44,Long term (2041-2050),VB / VB[MSY],3.41345417282013e-09,1.36919149952208e-09,0.380970896228267
h1_0.16_selex,CJM,MP45,Long term (2041-2050),VB / VB[2025],9.09383171550942,3.69811930778011,21.2327120581406
h1_0.16_selex,CJM,MP45,Long term (2041-2050),VB / VB[MSY],0.923826643211256,0.398290811306563,1.86597164963977
h1_0.16_selex,CJM,MP46,Long term (2041-2050),VB / VB[2025],9.01261853691291,4.59650342035622,19.3358399594719
h1_0.16_selex,CJM,MP46,Long term (2041-2050),VB / VB[MSY],0.905704536842472,0.439176361056328,1.65893733744506
h1_0.16_selex,CJM,MP47,Long term (2041-2050),VB / VB[2025],9.00553414210444,3.68633755239046,21.1361468835801
h1_0.16_selex,CJM,MP47,Long term (2041-2050),VB / VB[MSY],0.915579845526488,0.391887440663646,1.85751162470109
h1_0.16_selex,CJM,MP48,Long term (2041-2050),VB / VB[2025],8.76797525368646,4.69861540882828,18.7379143619394
h1_0.16_selex,CJM,MP48,Long term (2041-2050),VB / VB[MSY],0.85662628712566,0.453197086890832,1.61411254520309
h1_0.16_lowrec,CJM,MP45,Long term (2041-2050),VB / VB[2025],4.44875191812144,1.7286351926851,8.88716034722916
h1_0.16_lowrec,CJM,MP45,Long term (2041-2050),VB / VB[MSY],0.685951822286781,0.367225074373807,1.13651300925767
h1_0.16_lowrec,CJM,MP46,Long term (2041-2050),VB / VB[2025],4.60467526511612,2.22801346847202,9.14726465418539
h1_0.16_lowrec,CJM,MP46,Long term (2041-2050),VB / VB[MSY],0.74439711577214,0.342848897934363,1.10729838439931
h1_0.16_lowrec,CJM,MP47,Long term (2041-2050),VB / VB[2025],4.44769949868966,1.72244173288167,8.88200758402012
h1_0.16_lowrec,CJM,MP47,Long term (2041-2050),VB / VB[MSY],0.685433078835485,0.37187033443347,1.13790712850623
h1_0.16_lowrec,CJM,MP48,Long term (2041-2050),VB / VB[2025],4.56464362975567,2.21763519077138,8.89997724308492
h1_0.16_lowrec,CJM,MP48,Long term (2041-2050),VB / VB[MSY],0.753810962520497,0.428687085559056,1.11896400072717
h1_0.16_cycle,CJM,MP45,Long term (2041-2050),VB / VB[2025],4.16101513309711,1.19629793726449,9.22968471865933
h1_0.16_cycle,CJM,MP45,Long term (2041-2050),VB / VB[MSY],0.648436038247144,0.282136762167897,1.39692105827684
h1_0.16_cycle,CJM,MP46,Long term (2041-2050),VB / VB[2025],4.23377352354132,1.64246140144971,9.07434926085571
h1_0.16_cycle,CJM,MP46,Long term (2041-2050),VB / VB[MSY],0.676116810732605,0.331971951834096,1.30883481002617
h1_0.16_cycle,CJM,MP47,Long term (2041-2050),VB / VB[2025],4.15786905445632,1.31811139346418,9.23000570146357
h1_0.16_cycle,CJM,MP47,Long term (2041-2050),VB / VB[MSY],0.647994744716862,0.294029190392686,1.37708651711442
h1_0.16_cycle,CJM,MP48,Long term (2041-2050),VB / VB[2025],4.2539855557378,2.01644517252696,8.69221464379661
h1_0.16_cycle,CJM,MP48,Long term (2041-2050),VB / VB[MSY],0.671036588408383,0.341791121853866,1.2239981699176
h1_0.16h,CJM,MP45,Long term (2041-2050),VB / VB[2025],4.03725189965446,2.052308670776,8.21980445438014
h1_0.16h,CJM,MP45,Long term (2041-2050),VB / VB[MSY],1.32935699617044,0.699119248155994,2.2136621851664
h1_0.16h,CJM,MP46,Long term (2041-2050),VB / VB[2025],4.31201849901148,2.28017625485767,7.84980693760575
h1_0.16h,CJM,MP46,Long term (2041-2050),VB / VB[MSY],1.37737866624172,0.687943978177286,2.18892075325861
h1_0.16h,CJM,MP47,Long term (2041-2050),VB / VB[2025],4.0353859182711,2.04932146714347,8.18732040152372
h1_0.16h,CJM,MP47,Long term (2041-2050),VB / VB[MSY],1.32775362241266,0.70295402565882,2.19639412434697
h1_0.16h,CJM,MP48,Long term (2041-2050),VB / VB[2025],4.22957070496715,2.59231628786413,7.72670823775345
h1_0.16h,CJM,MP48,Long term (2041-2050),VB / VB[MSY],1.38309301187095,0.841750577608321,2.0996382840587
h1_1.14,CJM,MP45,Long term (2041-2050),VB / VB[2025],2.72566342852616,1.32650193748412,5.80782766286028
h1_1.14,CJM,MP45,Long term (2041-2050),VB / VB[MSY],1.54720018535284,0.895568465849627,2.45167775523878
h1_1.14,CJM,MP46,Long term (2041-2050),VB / VB[2025],2.78911461730415,1.58440763164835,5.8084596782736
h1_1.14,CJM,MP46,Long term (2041-2050),VB / VB[MSY],1.5573190077726,0.954265595605488,2.34911068921145
h1_1.14,CJM,MP47,Long term (2041-2050),VB / VB[2025],2.72602977480326,1.3261518857004,5.80770772909621
h1_1.14,CJM,MP47,Long term (2041-2050),VB / VB[MSY],1.54757370709276,0.895539677004955,2.45186498742131
h1_1.14,CJM,MP48,Long term (2041-2050),VB / VB[2025],2.74799568681688,1.56163153432677,5.73899098981182
h1_1.14,CJM,MP48,Long term (2041-2050),VB / VB[MSY],1.53576734372254,0.95835194114406,2.3299048311416
h2_0.16,Southern,MP45,Long term (2041-2050),VB / VB[2025],3.77786474632495,2.42510290944132,7.17577147824443
h2_0.16,Southern,MP45,Long term (2041-2050),VB / VB[MSY],0.807046320011927,0.657576553675398,0.977482719765594
h2_0.16,North,MP45,Long term (2041-2050),VB / VB[2025],0.801376774120793,1.09985862688397e-08,1.88373739326449
h2_0.16,North,MP45,Long term (2041-2050),VB / VB[MSY],0.434588713021735,4.57544239949226e-09,0.708746522078716
h2_0.16,Southern,MP46,Long term (2041-2050),VB / VB[2025],3.74645263644753,2.43000760492889,6.72296380238088
h2_0.16,Southern,MP46,Long term (2041-2050),VB / VB[MSY],0.796939022199621,0.642131012000393,0.96122746365583
h2_0.16,North,MP46,Long term (2041-2050),VB / VB[2025],0.855835228692633,1.09985862688397e-08,1.9687704511491
h2_0.16,North,MP46,Long term (2041-2050),VB / VB[MSY],0.41624969228044,4.57544239949226e-09,0.717970158629706
h2_0.16,Southern,MP47,Long term (2041-2050),VB / VB[2025],3.79112774644342,2.4295192654995,7.16256291749356
h2_0.16,Southern,MP47,Long term (2041-2050),VB / VB[MSY],0.806508960760435,0.660238867050236,0.984925249581742
h2_0.16,North,MP47,Long term (2041-2050),VB / VB[2025],0.814880534428722,1.09985862688397e-08,1.90667191909683
h2_0.16,North,MP47,Long term (2041-2050),VB / VB[MSY],0.437972354049298,4.57544239949226e-09,0.71511992061745
h2_0.16,Southern,MP48,Long term (2041-2050),VB / VB[2025],3.70783795405533,2.49260828070524,6.5364193087783
h2_0.16,Southern,MP48,Long term (2041-2050),VB / VB[MSY],0.788801812093258,0.629739574765492,0.965169736797281
h2_0.16,North,MP48,Long term (2041-2050),VB / VB[2025],0.841785385657501,0.00017230772915705,2.06253394560851
h2_0.16,North,MP48,Long term (2041-2050),VB / VB[MSY],0.41092457059038,8.17460364486095e-05,0.723394574217072
h2_0.16_mov,Southern,MP45,Long term (2041-2050),VB / VB[2025],3.32316528502503,2.12340933989745,5.19981358906787
h2_0.16_mov,Southern,MP45,Long term (2041-2050),VB / VB[MSY],0.685965775473429,0.570851921029857,0.841255689157676
h2_0.16_mov,North,MP45,Long term (2041-2050),VB / VB[2025],2.6241400527415,1.21630683594021,4.58545214774131
h2_0.16_mov,North,MP45,Long term (2041-2050),VB / VB[MSY],1.36627353910385,1.04296449206734,1.97588083248398
h2_0.16_mov,Southern,MP46,Long term (2041-2050),VB / VB[2025],3.38936176231104,2.20393796714082,5.06932380409771
h2_0.16_mov,Southern,MP46,Long term (2041-2050),VB / VB[MSY],0.688560253377141,0.574703132216147,0.874421543673241
h2_0.16_mov,North,MP46,Long term (2041-2050),VB / VB[2025],2.66642954405735,1.26365330051782,4.57923819845034
h2_0.16_mov,North,MP46,Long term (2041-2050),VB / VB[MSY],1.39534025674412,1.06171596209763,1.98661855957585
h2_0.16_mov,Southern,MP47,Long term (2041-2050),VB / VB[2025],3.32796606580735,2.12181863526318,5.2004760299363
h2_0.16_mov,Southern,MP47,Long term (2041-2050),VB / VB[MSY],0.685854250232802,0.570960611623912,0.841041340433243
h2_0.16_mov,North,MP47,Long term (2041-2050),VB / VB[2025],2.62639635339989,1.21614897358306,4.58364924530638
h2_0.16_mov,North,MP47,Long term (2041-2050),VB / VB[MSY],1.36630806843851,1.04288801867858,1.97712360863194
h2_0.16_mov,Southern,MP48,Long term (2041-2050),VB / VB[2025],3.37364643144084,2.42658913678885,4.96032887254244
h2_0.16_mov,Southern,MP48,Long term (2041-2050),VB / VB[MSY],0.686258633625649,0.568125976623503,0.868823569899213
h2_0.16_mov,North,MP48,Long term (2041-2050),VB / VB[2025],2.6701002346838,1.25981159135724,4.55876630662569
h2_0.16_mov,North,MP48,Long term (2041-2050),VB / VB[MSY],1.39407142328343,1.06465300772626,1.93805120457945
h2_0.16h,Southern,MP45,Long term (2041-2050),VB / VB[2025],2.98912609902573,1.94201633838434,4.44744905588554
h2_0.16h,Southern,MP45,Long term (2041-2050),VB / VB[MSY],1.42872880783446,1.21596105032949,1.65013754766512
h2_0.16h,North,MP45,Long term (2041-2050),VB / VB[2025],2.81363638194562,4.2639851897709e-08,6.59428475851349
h2_0.16h,North,MP45,Long term (2041-2050),VB / VB[MSY],0.760789571360128,8.43528454236416e-09,1.33384324677148
h2_0.16h,Southern,MP46,Long term (2041-2050),VB / VB[2025],3.1511407522309,2.00125552419375,4.45642894089099
h2_0.16h,Southern,MP46,Long term (2041-2050),VB / VB[MSY],1.48478359826797,1.21241236950616,1.79788491438297
h2_0.16h,North,MP46,Long term (2041-2050),VB / VB[2025],3.43863204856796,4.70347139499416e-08,7.16388032525843
h2_0.16h,North,MP46,Long term (2041-2050),VB / VB[MSY],0.8581113796077,8.69372186004024e-09,1.39922543837109
h2_0.16h,Southern,MP47,Long term (2041-2050),VB / VB[2025],2.98965307883909,1.9406237561021,4.47412413712558
h2_0.16h,Southern,MP47,Long term (2041-2050),VB / VB[MSY],1.42957759257233,1.22983922491118,1.65230605079084
h2_0.16h,North,MP47,Long term (2041-2050),VB / VB[2025],3.06420897301086,4.29268507708813e-08,7.02251713523546
h2_0.16h,North,MP47,Long term (2041-2050),VB / VB[MSY],0.846339669178265,8.69372186004024e-09,1.3582209012397
h2_0.16h,Southern,MP48,Long term (2041-2050),VB / VB[2025],3.20680780415887,2.23462124968779,4.41645538876232
h2_0.16h,Southern,MP48,Long term (2041-2050),VB / VB[MSY],1.54496480313694,1.24976739746612,1.83132538993714
h2_0.16h,North,MP48,Long term (2041-2050),VB / VB[2025],4.05656627845571,5.47694704010737e-08,8.32764992440955
h2_0.16h,North,MP48,Long term (2041-2050),VB / VB[MSY],0.989003313034365,1.12650445412392e-08,1.46089829953968
h2_1.14,Southern,MP45,Long term (2041-2050),VB / VB[2025],2.39486837597487,1.42972255557807,4.53094408983532
h2_1.14,Southern,MP45,Long term (2041-2050),VB / VB[MSY],1.29943238478047,1.11349642736626,1.4264550423714
h2_1.14,North,MP45,Long term (2041-2050),VB / VB[2025],9.50760150196378e-09,5.74043320815511e-09,1.01864623154427
h2_1.14,North,MP45,Long term (2041-2050),VB / VB[MSY],2.63351176068053e-09,1.30897564194754e-09,0.244976802390504
h2_1.14,Southern,MP46,Long term (2041-2050),VB / VB[2025],2.42836222329318,1.48599388404987,4.58029653208417
h2_1.14,Southern,MP46,Long term (2041-2050),VB / VB[MSY],1.30463061424004,1.10780422399966,1.51236910944246
h2_1.14,North,MP46,Long term (2041-2050),VB / VB[2025],9.966087835632e-09,6.11690897353293e-09,1.30500847917601
h2_1.14,North,MP46,Long term (2041-2050),VB / VB[MSY],3.25678250867591e-09,1.36919149940817e-09,0.366272071258659
h2_1.14,Southern,MP47,Long term (2041-2050),VB / VB[2025],2.39495931340984,1.42974740523024,4.53031380847729
h2_1.14,Southern,MP47,Long term (2041-2050),VB / VB[MSY],1.29929078800841,1.11308024766861,1.42617931705301
h2_1.14,North,MP47,Long term (2041-2050),VB / VB[2025],9.59098492944125e-09,5.7581351984827e-09,1.03211151526663
h2_1.14,North,MP47,Long term (2041-2050),VB / VB[MSY],2.67569061524685e-09,1.33592294170889e-09,0.25722685265576
h2_1.14,Southern,MP48,Long term (2041-2050),VB / VB[2025],2.39444227626636,1.42832167455044,4.50410224308036
h2_1.14,Southern,MP48,Long term (2041-2050),VB / VB[MSY],1.27930375395878,1.09007764211392,1.47427068587278
h2_1.14,North,MP48,Long term (2041-2050),VB / VB[2025],1.01062804087841e-08,6.04333259573696e-09,1.31476484957465
h2_1.14,North,MP48,Long term (2041-2050),VB / VB[MSY],3.25678250867591e-09,1.36514297723816e-09,0.376262289383686
