om,biol,mp,period,metric,median,lower,upper
h2_0.16,Southern,MP32,Short term (2026-2035),VB / VB[MSY],0.664748410730862,0.47337207316006,0.904803464340132
h2_0.16,North,MP32,Short term (2026-2035),VB / VB[2025],1.16552495016287,0.754979444576963,1.90568536913679
h2_0.16,North,MP32,Short term (2026-2035),VB / VB[MSY],0.522403478286507,0.308008901460037,0.814782776382196
h2_0.16_mov,Southern,MP32,Short term (2026-2035),VB / VB[2025],2.7738604373273,1.84628702814118,4.0771752460285
h2_0.16_mov,Southern,MP32,Short term (2026-2035),VB / VB[MSY],0.562690678259025,0.410986771066651,0.765671763486707
h2_0.16_mov,North,MP32,Short term (2026-2035),VB / VB[2025],2.2216989943184,1.21754437190891,3.2787748603346
h2_0.16_mov,North,MP32,Short term (2026-2035),VB / VB[MSY],1.17637125867504,0.902937864786317,1.62316964131315
h2_0.16h,Southern,MP32,Short term (2026-2035),VB / VB[2025],2.82049788661367,1.81121004980884,4.29853396298651
h2_0.16h,Southern,MP32,Short term (2026-2035),VB / VB[MSY],1.34574066437881,1.02764050328247,1.86104860128191
h2_0.16h,North,MP32,Short term (2026-2035),VB / VB[2025],1.383793029199,0.290973408394634,2.62174546349698
h2_0.16h,North,MP32,Short term (2026-2035),VB / VB[MSY],0.366142787332411,0.0444424076496846,0.656336103112816
h2_1.14,Southern,MP32,Short term (2026-2035),VB / VB[2025],1.86370349008697,1.13368364710967,3.39037706916154
h2_1.14,Southern,MP32,Short term (2026-2035),VB / VB[MSY],1.00863145912552,0.755798737170434,1.47729396023289
h2_1.14,North,MP32,Short term (2026-2035),VB / VB[2025],0.633624618364645,0.371702895425049,1.17990327447502
h2_1.14,North,MP32,Short term (2026-2035),VB / VB[MSY],0.185557952484927,0.083103429621651,0.320896987144381
h1_0.16_selex,CJM,MP44,Short term (2026-2035),VB / VB[2025],7.7314035962761,4.77117433019255,12.2309478618444
h1_0.16_selex,CJM,MP44,Short term (2026-2035),VB / VB[MSY],0.717442670291698,0.458836581627089,0.988608489778208
h1_0.16_lowrec,CJM,MP44,Short term (2026-2035),VB / VB[2025],4.62122139166414,2.83314155344122,6.48723471151915
h1_0.16_lowrec,CJM,MP44,Short term (2026-2035),VB / VB[MSY],0.656667350853051,0.443607415501252,1.01970968936838
h1_0.16_cycle,CJM,MP44,Short term (2026-2035),VB / VB[2025],4.13813046424799,2.76056218474846,5.95428912539466
h1_0.16_cycle,CJM,MP44,Short term (2026-2035),VB / VB[MSY],0.617983217784644,0.380754158937035,0.949703902704995
h1_0.16h,CJM,MP44,Short term (2026-2035),VB / VB[2025],3.85921793551083,2.49270787139739,5.89227974425103
h1_0.16h,CJM,MP44,Short term (2026-2035),VB / VB[MSY],1.2190587091965,0.861599062080195,1.70288736153517
h1_1.14,CJM,MP44,Short term (2026-2035),VB / VB[2025],2.35643437868585,1.37923771913339,3.94290808147641
h1_1.14,CJM,MP44,Short term (2026-2035),VB / VB[MSY],1.20458756221492,0.867497000306628,1.77450137767277
h2_0.16,Southern,MP44,Short term (2026-2035),VB / VB[2025],4.08932654273031,2.71384426884246,6.06515978425948
h2_0.16,Southern,MP44,Short term (2026-2035),VB / VB[MSY],0.831412620122985,0.589596120576126,1.12697431415755
h2_0.16,North,MP44,Short term (2026-2035),VB / VB[2025],1.3526272610399,0.862926694897204,2.22982855986863
h2_0.16,North,MP44,Short term (2026-2035),VB / VB[MSY],0.605265310051955,0.397391708223596,0.904853770649565
h2_0.16_mov,Southern,MP44,Short term (2026-2035),VB / VB[2025],3.43932727855086,2.42050128295809,4.94139066376553
h2_0.16_mov,Southern,MP44,Short term (2026-2035),VB / VB[MSY],0.696107950461866,0.514218870777333,0.941935922874059
h2_0.16_mov,North,MP44,Short term (2026-2035),VB / VB[2025],2.36169296383402,1.29555147747817,3.54320450981673
h2_0.16_mov,North,MP44,Short term (2026-2035),VB / VB[MSY],1.26143181668301,0.966037570558546,1.73040213983178
h2_0.16h,Southern,MP44,Short term (2026-2035),VB / VB[2025],3.57008165900524,2.20605842159687,5.47604278922025
h2_0.16h,Southern,MP44,Short term (2026-2035),VB / VB[MSY],1.6830380596831,1.26955984666064,2.34365594809134
h2_0.16h,North,MP44,Short term (2026-2035),VB / VB[2025],2.20220584732374,1.04416793584296,3.19924751438566
h2_0.16h,North,MP44,Short term (2026-2035),VB / VB[MSY],0.532974039958087,0.155232138418985,0.806023949341857
h2_1.14,Southern,MP44,Short term (2026-2035),VB / VB[2025],2.15996605984741,1.30461062547071,3.76664045755845
h2_1.14,Southern,MP44,Short term (2026-2035),VB / VB[MSY],1.16772806655723,0.866551906032117,1.65739339670014
h2_1.14,North,MP44,Short term (2026-2035),VB / VB[2025],1.04751873291868,0.752679783060196,1.44459992763814
h2_1.14,North,MP44,Short term (2026-2035),VB / VB[MSY],0.291629107043406,0.177454185716423,0.416242669728243
h1_0.16_selex,CJM,MP45,Short term (2026-2035),VB / VB[2025],6.69258018365218,4.00411873750464,11.336131435583
h1_0.16_selex,CJM,MP45,Short term (2026-2035),VB / VB[MSY],0.653493974890938,0.41097362130913,0.943739041388628
h1_0.16_selex,CJM,MP46,Short term (2026-2035),VB / VB[2025],7.23217345799731,4.36956645398211,11.675239799432
h1_0.16_selex,CJM,MP46,Short term (2026-2035),VB / VB[MSY],0.700933370411364,0.44478542430996,0.999099796529708
h1_0.16_selex,CJM,MP47,Short term (2026-2035),VB / VB[2025],6.93278314352886,4.17910869344819,11.4851390347605
h1_0.16_selex,CJM,MP47,Short term (2026-2035),VB / VB[MSY],0.670547517211614,0.428176152231075,0.957873189879912
h1_0.16_selex,CJM,MP48,Short term (2026-2035),VB / VB[2025],7.84284316818342,4.79535341902478,12.7002502101412
h1_0.16_selex,CJM,MP48,Short term (2026-2035),VB / VB[MSY],0.760559784788683,0.493701483005854,1.05473463263529
h1_0.16_lowrec,CJM,MP45,Short term (2026-2035),VB / VB[2025],3.85206066818339,2.30780773560768,5.71327014539662
h1_0.16_lowrec,CJM,MP45,Short term (2026-2035),VB / VB[MSY],0.584816465980316,0.385601743770057,0.939318673202425
h1_0.16_lowrec,CJM,MP46,Short term (2026-2035),VB / VB[2025],4.25630755718111,2.60536218322696,6.11329106456422
h1_0.16_lowrec,CJM,MP46,Short term (2026-2035),VB / VB[MSY],0.646978085037606,0.421234376948255,1.02976189304502
h1_0.16_lowrec,CJM,MP47,Short term (2026-2035),VB / VB[2025],3.99916183351654,2.39121466273106,5.85158978706132
h1_0.16_lowrec,CJM,MP47,Short term (2026-2035),VB / VB[MSY],0.614619095797409,0.400953899333628,0.961717613062746
h1_0.16_lowrec,CJM,MP48,Short term (2026-2035),VB / VB[2025],4.56180407667356,2.88917353894899,6.56990175380657
h1_0.16_lowrec,CJM,MP48,Short term (2026-2035),VB / VB[MSY],0.707634728548869,0.470043038318351,1.12137416355377
h1_0.16_cycle,CJM,MP45,Short term (2026-2035),VB / VB[2025],3.53046074389107,2.13776578682826,5.02916438952221
h1_0.16_cycle,CJM,MP45,Short term (2026-2035),VB / VB[MSY],0.561957716811552,0.317831827498952,0.875752795108728
h1_0.16_cycle,CJM,MP46,Short term (2026-2035),VB / VB[2025],3.90506941970761,2.44836903635644,5.42966105602624
h1_0.16_cycle,CJM,MP46,Short term (2026-2035),VB / VB[MSY],0.621774210881955,0.362023271403059,0.953202748147305
h1_0.16_cycle,CJM,MP47,Short term (2026-2035),VB / VB[2025],3.68852968188689,2.26005763534862,5.15019621208324
h1_0.16_cycle,CJM,MP47,Short term (2026-2035),VB / VB[MSY],0.586852201279071,0.339623462893687,0.911041877991554
h1_0.16_cycle,CJM,MP48,Short term (2026-2035),VB / VB[2025],4.25383819553634,2.7345573940906,5.82134101218861
h1_0.16_cycle,CJM,MP48,Short term (2026-2035),VB / VB[MSY],0.66899828048479,0.420561358382282,1.02299272750422
h1_0.16h,CJM,MP45,Short term (2026-2035),VB / VB[2025],3.32206187210664,1.93995832529501,4.98092668783669
h1_0.16h,CJM,MP45,Short term (2026-2035),VB / VB[MSY],1.03593419357307,0.682631205255213,1.52826761071857
h1_0.16h,CJM,MP46,Short term (2026-2035),VB / VB[2025],3.64104441708825,2.31497927567325,5.42774557203709
h1_0.16h,CJM,MP46,Short term (2026-2035),VB / VB[MSY],1.13052857120737,0.763722542592429,1.59794431217927
h1_0.16h,CJM,MP47,Short term (2026-2035),VB / VB[2025],3.46432546597032,2.08059054915312,5.07100333506391
h1_0.16h,CJM,MP47,Short term (2026-2035),VB / VB[MSY],1.08795166430214,0.726245016042392,1.58355130008636
h1_0.16h,CJM,MP48,Short term (2026-2035),VB / VB[2025],3.99012720545057,2.67460684065611,5.99174771341799
h1_0.16h,CJM,MP48,Short term (2026-2035),VB / VB[MSY],1.24392487263036,0.901639079049078,1.67307947742184
h1_1.14,CJM,MP45,Short term (2026-2035),VB / VB[2025],2.29077227720395,1.39320174809596,3.77422935279523
h1_1.14,CJM,MP45,Short term (2026-2035),VB / VB[MSY],1.16317901316705,0.838206026290757,1.72557293668962
h1_1.14,CJM,MP46,Short term (2026-2035),VB / VB[2025],2.348509388371,1.43157505860427,3.89695531719802
h1_1.14,CJM,MP46,Short term (2026-2035),VB / VB[MSY],1.18559575844874,0.853669715975961,1.75395742048078
h1_1.14,CJM,MP47,Short term (2026-2035),VB / VB[2025],2.32495116388865,1.41703197290106,3.77521997931933
h1_1.14,CJM,MP47,Short term (2026-2035),VB / VB[MSY],1.17616678275758,0.8497546684211,1.7388442416599
h1_1.14,CJM,MP48,Short term (2026-2035),VB / VB[2025],2.40837367948227,1.45643705683021,4.01294748108266
h1_1.14,CJM,MP48,Short term (2026-2035),VB / VB[MSY],1.23755483865674,0.891748276862631,1.82710488887999
h2_0.16,Southern,MP45,Short term (2026-2035),VB / VB[2025],3.58954324390568,2.40519956455369,5.33055078910709
h2_0.16,Southern,MP45,Short term (2026-2035),VB / VB[MSY],0.729548887303546,0.502245723414339,1.03899695197075
h2_0.16,North,MP45,Short term (2026-2035),VB / VB[2025],1.24063730314637,0.795557071931109,2.10976988060869
h2_0.16,North,MP45,Short term (2026-2035),VB / VB[MSY],0.559742134453904,0.348062085710021,0.859776116658333
h2_0.16,Southern,MP46,Short term (2026-2035),VB / VB[2025],3.8428710610427,2.62667812130517,5.68131995548885
h2_0.16,Southern,MP46,Short term (2026-2035),VB / VB[MSY],0.779876433200399,0.564589465881229,1.0805401354115
h2_0.16,North,MP46,Short term (2026-2035),VB / VB[2025],1.3110511065255,0.820705869635449,2.20149455286086
h2_0.16,North,MP46,Short term (2026-2035),VB / VB[MSY],0.588049546859812,0.368028215371843,0.891455454644708
h2_0.16,Southern,MP47,Short term (2026-2035),VB / VB[2025],3.72870894868112,2.49760129147168,5.46792146674321
h2_0.16,Southern,MP47,Short term (2026-2035),VB / VB[MSY],0.748955303793463,0.505307761427235,1.06577291562409
h2_0.16,North,MP47,Short term (2026-2035),VB / VB[2025],1.26819942680942,0.811288189179877,2.14919812791902
h2_0.16,North,MP47,Short term (2026-2035),VB / VB[MSY],0.570684007211165,0.360344409272557,0.869666534282748
h2_0.16,Southern,MP48,Short term (2026-2035),VB / VB[2025],4.25400188675027,2.82815811705435,6.22974475316174
h2_0.16,Southern,MP48,Short term (2026-2035),VB / VB[MSY],0.859732681647386,0.623291400069265,1.14893919841443
h2_0.16,North,MP48,Short term (2026-2035),VB / VB[2025],1.37729299139001,0.86133206954402,2.26694434442113
h2_0.16,North,MP48,Short term (2026-2035),VB / VB[MSY],0.614155851776392,0.405704833619257,0.911471812468259
h2_0.16_mov,Southern,MP45,Short term (2026-2035),VB / VB[2025],3.0459403491557,2.08589285060762,4.51618240170651
h2_0.16_mov,Southern,MP45,Short term (2026-2035),VB / VB[MSY],0.611722698585357,0.422589311905207,0.858390388534117
h2_0.16_mov,North,MP45,Short term (2026-2035),VB / VB[2025],2.27487854236197,1.2487664301876,3.42534591843586
h2_0.16_mov,North,MP45,Short term (2026-2035),VB / VB[MSY],1.21558791687497,0.928672249482715,1.65768222150445
h2_0.16_mov,Southern,MP46,Short term (2026-2035),VB / VB[2025],3.26020581655817,2.3376666287357,4.77738316856625
h2_0.16_mov,Southern,MP46,Short term (2026-2035),VB / VB[MSY],0.664735302538896,0.473102298962183,0.876643180663141
h2_0.16_mov,North,MP46,Short term (2026-2035),VB / VB[2025],2.32714154535647,1.27387321008344,3.47516958195037
h2_0.16_mov,North,MP46,Short term (2026-2035),VB / VB[MSY],1.24101638260846,0.954627339649005,1.69006730186006
h2_0.16_mov,Southern,MP47,Short term (2026-2035),VB / VB[2025],3.16549144537925,2.1779803670362,4.65459409102817
h2_0.16_mov,Southern,MP47,Short term (2026-2035),VB / VB[MSY],0.637592041586321,0.440650314443024,0.888287345922071
h2_0.16_mov,North,MP47,Short term (2026-2035),VB / VB[2025],2.30549983670088,1.26103848295957,3.47182283439277
h2_0.16_mov,North,MP47,Short term (2026-2035),VB / VB[MSY],1.22867575047801,0.94594485880624,1.69034975233595
h2_0.16_mov,Southern,MP48,Short term (2026-2035),VB / VB[2025],3.59279943305111,2.47716050637109,5.23131493999887
h2_0.16_mov,Southern,MP48,Short term (2026-2035),VB / VB[MSY],0.725907488181501,0.534508937978652,0.983824193173433
h2_0.16_mov,North,MP48,Short term (2026-2035),VB / VB[2025],2.39263747255775,1.29959573459273,3.60851166393423
h2_0.16_mov,North,MP48,Short term (2026-2035),VB / VB[MSY],1.27213651889677,0.987000760599473,1.77575430411547
h2_0.16h,Southern,MP45,Short term (2026-2035),VB / VB[2025],3.20401477872484,1.94715338779061,4.83176784607152
h2_0.16h,Southern,MP45,Short term (2026-2035),VB / VB[MSY],1.48193645749958,1.11070694296813,2.06343792557803
h2_0.16h,North,MP45,Short term (2026-2035),VB / VB[2025],1.76246939944551,0.345735166369085,2.79194360521885
h2_0.16h,North,MP45,Short term (2026-2035),VB / VB[MSY],0.436133929136272,0.0519296196407785,0.724369912728167
h2_0.16h,Southern,MP46,Short term (2026-2035),VB / VB[2025],3.44500387360737,2.16377656992835,5.15992018235029
h2_0.16h,Southern,MP46,Short term (2026-2035),VB / VB[MSY],1.59117621920208,1.22169462063648,2.22973312326692
h2_0.16h,North,MP46,Short term (2026-2035),VB / VB[2025],1.95636293013337,0.510832190797938,2.98523009082232
h2_0.16h,North,MP46,Short term (2026-2035),VB / VB[MSY],0.487659253211028,0.0753912543847306,0.791377827935056
h2_0.16h,Southern,MP47,Short term (2026-2035),VB / VB[2025],3.2938085252617,2.0102801993156,4.8546187629458
h2_0.16h,Southern,MP47,Short term (2026-2035),VB / VB[MSY],1.5281371117886,1.1567619835412,2.11463586383763
h2_0.16h,North,MP47,Short term (2026-2035),VB / VB[2025],1.92373796667872,0.749129484184819,2.90125887621402
h2_0.16h,North,MP47,Short term (2026-2035),VB / VB[MSY],0.475072658442841,0.0971305222128587,0.745021340289522
h2_0.16h,Southern,MP48,Short term (2026-2035),VB / VB[2025],3.74287727801345,2.44491028128379,5.5557128377606
h2_0.16h,Southern,MP48,Short term (2026-2035),VB / VB[MSY],1.74871757713502,1.31757844099445,2.3735144693857
h2_0.16h,North,MP48,Short term (2026-2035),VB / VB[2025],2.35650714367812,1.31005487986613,3.43075888387596
h2_0.16h,North,MP48,Short term (2026-2035),VB / VB[MSY],0.580505890302091,0.259239592174265,0.822987516072839
h2_1.14,Southern,MP45,Short term (2026-2035),VB / VB[2025],2.05205477915029,1.25628695161318,3.59230478653738
h2_1.14,Southern,MP45,Short term (2026-2035),VB / VB[MSY],1.10128397920117,0.810907702590608,1.56498343078918
h2_1.14,North,MP45,Short term (2026-2035),VB / VB[2025],0.850249328960346,0.496753013192758,1.30182949868451
h2_1.14,North,MP45,Short term (2026-2035),VB / VB[MSY],0.240311434105051,0.115681993779789,0.366477939634772
h2_1.14,Southern,MP46,Short term (2026-2035),VB / VB[2025],2.13080524828081,1.30127411550959,3.74426404294876
h2_1.14,Southern,MP46,Short term (2026-2035),VB / VB[MSY],1.13897097762381,0.85306584295805,1.60790348922916
h2_1.14,North,MP46,Short term (2026-2035),VB / VB[2025],0.961693720398815,0.626784778371863,1.400067219244
h2_1.14,North,MP46,Short term (2026-2035),VB / VB[MSY],0.270339529382157,0.134831975451986,0.38792400801532
h2_1.14,Southern,MP47,Short term (2026-2035),VB / VB[2025],2.11219791582983,1.26374460280296,3.65284137305565
h2_1.14,Southern,MP47,Short term (2026-2035),VB / VB[MSY],1.11752510686764,0.823415803283529,1.57599042119491
h2_1.14,North,MP47,Short term (2026-2035),VB / VB[2025],0.900877381920808,0.594602000080617,1.34896988709685
h2_1.14,North,MP47,Short term (2026-2035),VB / VB[MSY],0.254666294990063,0.129622835407364,0.376531371497798
h2_1.14,Southern,MP48,Short term (2026-2035),VB / VB[2025],2.19966129187152,1.33380252896787,3.83749067574374
h2_1.14,Southern,MP48,Short term (2026-2035),VB / VB[MSY],1.18010867721591,0.882392875408052,1.66331556045602
h2_1.14,North,MP48,Short term (2026-2035),VB / VB[2025],1.09441720669647,0.766548920693786,1.48569150766534
h2_1.14,North,MP48,Short term (2026-2035),VB / VB[MSY],0.29816024976018,0.182055954680833,0.43447432713981
h1_0.16_selex,CJM,MP29,Long term (2041-2050),VB / VB[2025],6.94703296146517,1.35365507850334,20.1352274598376
h1_0.16_selex,CJM,MP29,Long term (2041-2050),VB / VB[MSY],0.678822220266265,0.141304287882559,1.70629059633397
h1_0.16_lowrec,CJM,MP29,Long term (2041-2050),VB / VB[2025],3.46410676825889,1.01671641959972,7.20294269217034
h1_0.16_lowrec,CJM,MP29,Long term (2041-2050),VB / VB[MSY],0.498037465397306,0.167485282091184,0.915567675688233
h1_0.16_cycle,CJM,MP29,Long term (2041-2050),VB / VB[2025],2.96446211744903,0.696803589058488,8.23708598490587
h1_0.16_cycle,CJM,MP29,Long term (2041-2050),VB / VB[MSY],0.439354624162967,0.16574849523214,1.10841287551607
h1_0.16h,CJM,MP29,Long term (2041-2050),VB / VB[2025],2.90579818489734,1.28502890574401,7.31134834725259
h1_0.16h,CJM,MP29,Long term (2041-2050),VB / VB[MSY],1.05550727138561,0.516353863861789,1.89710722291643
h1_1.14,CJM,MP29,Long term (2041-2050),VB / VB[2025],2.22863058563828,0.979696805965197,5.30367502666966
h1_1.14,CJM,MP29,Long term (2041-2050),VB / VB[MSY],1.2985731857061,0.70933293654574,2.26289291977219
h2_0.16,Southern,MP29,Long term (2041-2050),VB / VB[2025],2.71436563368655,1.70326396182677,5.76220296799559
h2_0.16,Southern,MP29,Long term (2041-2050),VB / VB[MSY],0.588335011402684,0.464206425899772,0.76786431477739
h2_0.16,North,MP29,Long term (2041-2050),VB / VB[2025],0.216200214914395,8.96822375524645e-09,1.29530700546548
h2_0.16,North,MP29,Long term (2041-2050),VB / VB[MSY],0.0883454512508935,3.2196280089543e-09,0.642283266148921
h2_0.16_mov,Southern,MP29,Long term (2041-2050),VB / VB[2025],2.38921256819856,1.51291934040334,3.77534025320461
h2_0.16_mov,Southern,MP29,Long term (2041-2050),VB / VB[MSY],0.501511209479709,0.408413434803099,0.638566278745156
h2_0.16_mov,North,MP29,Long term (2041-2050),VB / VB[2025],2.39034499460769,1.12079885759683,4.1672980471056
h2_0.16_mov,North,MP29,Long term (2041-2050),VB / VB[MSY],1.24270884931484,0.955355128394212,1.75256096596584
h2_0.16h,Southern,MP29,Long term (2041-2050),VB / VB[2025],2.24613799525105,1.44872237230964,3.26913918718424
h2_0.16h,Southern,MP29,Long term (2041-2050),VB / VB[MSY],1.08632997955615,0.928987762223842,1.27943479814027
h2_0.16h,North,MP29,Long term (2041-2050),VB / VB[2025],5.43128413596651e-08,2.24336117226987e-08,4.60834421087264
h2_0.16h,North,MP29,Long term (2041-2050),VB / VB[MSY],1.10866992739198e-08,6.04884159888345e-09,1.16108078506855
h2_1.14,Southern,MP29,Long term (2041-2050),VB / VB[2025],1.82903319205324,1.1370459061148,3.63183330152294
h2_1.14,Southern,MP29,Long term (2041-2050),VB / VB[MSY],1.04273451270913,0.869675650768513,1.26464840383483
h2_1.14,North,MP29,Long term (2041-2050),VB / VB[2025],8.20400267367689e-09,5.01949494821901e-09,0.00998439763220912
h2_1.14,North,MP29,Long term (2041-2050),VB / VB[MSY],2.33000453139668e-09,1.24325023011827e-09,0.00237745908156308
