scenario,cmp,period,iter,mean_sb_sbmsy
Low recruitment,HS+20,Near term (2026–2035),147,1.4897421522761
Low recruitment,HS+20,Near term (2026–2035),148,1.73144192727858
Low recruitment,HS+20,Near term (2026–2035),149,1.58107394998202
Low recruitment,HS+20,Near term (2026–2035),150,1.36378382373716
Low recruitment,HS+20,Near term (2026–2035),151,1.17926002083934
Low recruitment,HS+20,Near term (2026–2035),152,0.793374822036843
Low recruitment,HS+20,Near term (2026–2035),153,0.589239821760858
Low recruitment,HS+20,Near term (2026–2035),154,1.5009887205303
Low recruitment,HS+20,Near term (2026–2035),155,1.48993720798165
Low recruitment,HS+20,Near term (2026–2035),156,0.838882774662941
Low recruitment,HS+20,Near term (2026–2035),157,1.53845734016267
Low recruitment,HS+20,Near term (2026–2035),158,1.83464001703299
Low recruitment,HS+20,Near term (2026–2035),159,1.80194050385594
Low recruitment,HS+20,Near term (2026–2035),160,1.24176871897189
Low recruitment,HS+20,Near term (2026–2035),161,0.908251832191761
Low recruitment,HS+20,Near term (2026–2035),162,1.00061368231986
Low recruitment,HS+20,Near term (2026–2035),163,1.30837288554117
Low recruitment,HS+20,Near term (2026–2035),164,1.41264875672465
Low recruitment,HS+20,Near term (2026–2035),165,1.61347312665691
Low recruitment,HS+20,Near term (2026–2035),166,0.8608766627095
Low recruitment,HS+20,Near term (2026–2035),167,1.99624122679887
Low recruitment,HS+20,Near term (2026–2035),168,1.34037399057188
Low recruitment,HS+20,Near term (2026–2035),169,0.724602308552556
Low recruitment,HS+20,Near term (2026–2035),170,1.07348722854559
Low recruitment,HS+20,Near term (2026–2035),171,1.36735435099427
Low recruitment,HS+20,Near term (2026–2035),172,0.6808240954227
Low recruitment,HS+20,Near term (2026–2035),173,1.08064244343729
Low recruitment,HS+20,Near term (2026–2035),174,0.934797339892367
Low recruitment,HS+20,Near term (2026–2035),175,1.70150721625081
Low recruitment,HS+20,Near term (2026–2035),176,0.977893105765327
Low recruitment,HS+20,Near term (2026–2035),177,0.97030980562755
Low recruitment,HS+20,Near term (2026–2035),178,1.38770696457718
Low recruitment,HS+20,Near term (2026–2035),179,0.853825999459846
Low recruitment,HS+20,Near term (2026–2035),180,1.27002466870583
Low recruitment,HS+20,Near term (2026–2035),181,1.28316657473921
Low recruitment,HS+20,Near term (2026–2035),182,1.25911430848779
Low recruitment,HS+20,Near term (2026–2035),183,1.15503911631754
Low recruitment,HS+20,Near term (2026–2035),184,1.37025505911398
Low recruitment,HS+20,Near term (2026–2035),185,1.3002204079579
Low recruitment,HS+20,Near term (2026–2035),186,0.746449027131748
Low recruitment,HS+20,Near term (2026–2035),187,1.96706904377668
Low recruitment,HS+20,Near term (2026–2035),188,1.55916716424382
Low recruitment,HS+20,Near term (2026–2035),189,0.71059946703109
Low recruitment,HS+20,Near term (2026–2035),190,0.869923467942528
Low recruitment,HS+20,Near term (2026–2035),191,0.89895100148291
Low recruitment,HS+20,Near term (2026–2035),192,0.858077806713603
Low recruitment,HS+20,Near term (2026–2035),193,1.0246086563496
Low recruitment,HS+20,Near term (2026–2035),194,1.18329439500792
Low recruitment,HS+20,Near term (2026–2035),195,1.15201598184643
Low recruitment,HS+20,Near term (2026–2035),196,1.0361505818548
Low recruitment,HS+20,Near term (2026–2035),197,1.24401236999164
Low recruitment,HS+20,Near term (2026–2035),198,1.26994614763542
Low recruitment,HS+20,Near term (2026–2035),199,0.730639020118963
Low recruitment,HS+20,Long term (2041–2050),100,1.58525039772417
Low recruitment,HS+20,Long term (2041–2050),101,0.585182888039736
Low recruitment,HS+20,Long term (2041–2050),102,1.04974069774073
Low recruitment,HS+20,Long term (2041–2050),103,1.07615259884348
Low recruitment,HS+20,Long term (2041–2050),104,1.0551737165863
Low recruitment,HS+20,Long term (2041–2050),105,0.660541747293246
Low recruitment,HS+20,Long term (2041–2050),106,1.01574542539554
Low recruitment,HS+20,Long term (2041–2050),107,1.18540086773513
Low recruitment,HS+20,Long term (2041–2050),108,0.961861003649023
Low recruitment,HS+20,Long term (2041–2050),109,0.769473098131747
Low recruitment,HS+20,Long term (2041–2050),110,1.11332554778601
Low recruitment,HS+20,Long term (2041–2050),111,1.96780523957786
Low recruitment,HS+20,Long term (2041–2050),112,0.925455116366194
Low recruitment,HS+20,Long term (2041–2050),113,0.470552472723716
Low recruitment,HS+20,Long term (2041–2050),114,1.15997233425483
Low recruitment,HS+20,Long term (2041–2050),115,1.14164832638245
Low recruitment,HS+20,Long term (2041–2050),116,0.735102152532301
Low recruitment,HS+20,Long term (2041–2050),117,0.89233803397025
Low recruitment,HS+20,Long term (2041–2050),118,1.4496971331517
Low recruitment,HS+20,Long term (2041–2050),119,0.952592535490846
Low recruitment,HS+20,Long term (2041–2050),120,1.2731696344097
Low recruitment,HS+20,Long term (2041–2050),121,1.06068302049327
Low recruitment,HS+20,Long term (2041–2050),122,1.75949557524542
Low recruitment,HS+20,Long term (2041–2050),123,1.35104810242206
Low recruitment,HS+20,Long term (2041–2050),124,0.956804671770247
Low recruitment,HS+20,Long term (2041–2050),125,0.897743306279079
Low recruitment,HS+20,Long term (2041–2050),126,0.657789820896216
Low recruitment,HS+20,Long term (2041–2050),127,1.16668067043218
Low recruitment,HS+20,Long term (2041–2050),128,1.12833676764606
Low recruitment,HS+20,Long term (2041–2050),129,1.24779095274428
Low recruitment,HS+20,Long term (2041–2050),130,1.30840787292447
Low recruitment,HS+20,Long term (2041–2050),131,1.66031095776359
Low recruitment,HS+20,Long term (2041–2050),132,1.06046738433022
Low recruitment,HS+20,Long term (2041–2050),133,0.735854068098041
Low recruitment,HS+20,Long term (2041–2050),134,1.59456186406514
Low recruitment,HS+20,Long term (2041–2050),135,0.678642414134528
Low recruitment,HS+20,Long term (2041–2050),136,0.633042568841787
Low recruitment,HS+20,Long term (2041–2050),137,1.64739959407502
Low recruitment,HS+20,Long term (2041–2050),138,0.83148625357358
Low recruitment,HS+20,Long term (2041–2050),139,1.35581705092769
Low recruitment,HS+20,Long term (2041–2050),140,1.55279789810887
Low recruitment,HS+20,Long term (2041–2050),141,1.2063808903411
Low recruitment,HS+20,Long term (2041–2050),142,0.98896096838282
Low recruitment,HS+20,Long term (2041–2050),143,0.6381896259012
Low recruitment,HS+20,Long term (2041–2050),144,0.800896540589982
Low recruitment,HS+20,Long term (2041–2050),145,0.934392999948429
Low recruitment,HS+20,Long term (2041–2050),146,0.91656917947571
Low recruitment,HS+20,Long term (2041–2050),147,0.204388468569666
Low recruitment,HS+20,Long term (2041–2050),148,2.65587546243682
Low recruitment,HS+20,Long term (2041–2050),149,1.05573562472371
Low recruitment,HS+20,Long term (2041–2050),150,0.667517565524106
Low recruitment,HS+20,Long term (2041–2050),151,0.983905117553814
Low recruitment,HS+20,Long term (2041–2050),152,1.45148349885302
Low recruitment,HS+20,Long term (2041–2050),153,0.532492165048769
Low recruitment,HS+20,Long term (2041–2050),154,1.56387723905024
Low recruitment,HS+20,Long term (2041–2050),155,1.1326396202872
Low recruitment,HS+20,Long term (2041–2050),156,1.22652475365885
Low recruitment,HS+20,Long term (2041–2050),157,1.04129366349666
Low recruitment,HS+20,Long term (2041–2050),158,0.654777303689351
Low recruitment,HS+20,Long term (2041–2050),159,1.91443873014497
Low recruitment,HS+20,Long term (2041–2050),160,0.702902523317357
Low recruitment,HS+20,Long term (2041–2050),161,1.27374176676874
Low recruitment,HS+20,Long term (2041–2050),162,0.643958768740665
Low recruitment,HS+20,Long term (2041–2050),163,0.64448667761812
Low recruitment,HS+20,Long term (2041–2050),164,0.911151716865694
Low recruitment,HS+20,Long term (2041–2050),165,1.08567812703656
Low recruitment,HS+20,Long term (2041–2050),166,0.379278379657277
Low recruitment,HS+20,Long term (2041–2050),167,1.35352322698055
Low recruitment,HS+20,Long term (2041–2050),168,0.70421407261616
Low recruitment,HS+20,Long term (2041–2050),169,2.17487794324731
Low recruitment,HS+20,Long term (2041–2050),170,0.986261460610893
Low recruitment,HS+20,Long term (2041–2050),171,0.959318239151856
Low recruitment,HS+20,Long term (2041–2050),172,1.51840082056225
Low recruitment,HS+20,Long term (2041–2050),173,0.519146064102299
Low recruitment,HS+20,Long term (2041–2050),174,0.879137647600479
Low recruitment,HS+20,Long term (2041–2050),175,0.522561049177123
Low recruitment,HS+20,Long term (2041–2050),176,1.12562789540182
Low recruitment,HS+20,Long term (2041–2050),177,1.73610569665971
Low recruitment,HS+20,Long term (2041–2050),178,0.952762761517586
Low recruitment,HS+20,Long term (2041–2050),179,1.18826831884136
Low recruitment,HS+20,Long term (2041–2050),180,0.965444485473951
Low recruitment,HS+20,Long term (2041–2050),181,1.20569549284281
Low recruitment,HS+20,Long term (2041–2050),182,1.53654239034737
Low recruitment,HS+20,Long term (2041–2050),183,0.63105146653092
Low recruitment,HS+20,Long term (2041–2050),184,2.15384875035053
Low recruitment,HS+20,Long term (2041–2050),185,1.38350440200393
Low recruitment,HS+20,Long term (2041–2050),186,1.16092048467339
Low recruitment,HS+20,Long term (2041–2050),187,1.89984506510029
Low recruitment,HS+20,Long term (2041–2050),188,1.57402381650779
Low recruitment,HS+20,Long term (2041–2050),189,1.18498135762997
Low recruitment,HS+20,Long term (2041–2050),190,1.12577493966493
Low recruitment,HS+20,Long term (2041–2050),191,1.14879772366448
Low recruitment,HS+20,Long term (2041–2050),192,1.10913752499815
Low recruitment,HS+20,Long term (2041–2050),193,1.27263353040982
Low recruitment,HS+20,Long term (2041–2050),194,0.687080158548124
Low recruitment,HS+20,Long term (2041–2050),195,0.705838601810639
Low recruitment,HS+20,Long term (2041–2050),196,1.402342646406
Low recruitment,HS+20,Long term (2041–2050),197,1.80001861892314
Low recruitment,HS+20,Long term (2041–2050),198,0.959380241039297
Low recruitment,HS+20,Long term (2041–2050),199,1.02549607036511
Low recruitment,PR+20,Near term (2026–2035),100,1.4543850905442
Low recruitment,PR+20,Near term (2026–2035),101,0.946364136209439
Low recruitment,PR+20,Near term (2026–2035),102,1.13335525685497
Low recruitment,PR+20,Near term (2026–2035),103,1.21821410561508
Low recruitment,PR+20,Near term (2026–2035),104,1.37721088514765
Low recruitment,PR+20,Near term (2026–2035),105,1.16334425161319
Low recruitment,PR+20,Near term (2026–2035),106,1.17873088404718
Low recruitment,PR+20,Near term (2026–2035),107,0.766306055526417
Low recruitment,PR+20,Near term (2026–2035),108,1.1935322459895
Low recruitment,PR+20,Near term (2026–2035),109,1.26524926977978
Low recruitment,PR+20,Near term (2026–2035),110,1.24916893939079
Low recruitment,PR+20,Near term (2026–2035),111,1.20583922227012
Low recruitment,PR+20,Near term (2026–2035),112,1.26111225927656
Low recruitment,PR+20,Near term (2026–2035),113,1.31366547730358
Low recruitment,PR+20,Near term (2026–2035),114,1.53946737000529
Low recruitment,PR+20,Near term (2026–2035),115,1.50981171169553
Low recruitment,PR+20,Near term (2026–2035),116,1.21599240782202
Low recruitment,PR+20,Near term (2026–2035),117,1.83901807888649
Low recruitment,PR+20,Near term (2026–2035),118,1.10756487111983
Low recruitment,PR+20,Near term (2026–2035),119,0.772779435056004
Low recruitment,PR+20,Near term (2026–2035),120,1.86031597406103
Low recruitment,PR+20,Near term (2026–2035),121,1.20013677101508
Low recruitment,PR+20,Near term (2026–2035),122,0.979167197312897
Low recruitment,PR+20,Near term (2026–2035),123,1.42872083682194
Low recruitment,PR+20,Near term (2026–2035),124,1.18714276156428
Low recruitment,PR+20,Near term (2026–2035),125,0.641613464074663
Low recruitment,PR+20,Near term (2026–2035),126,0.527558057633901
Low recruitment,PR+20,Near term (2026–2035),127,0.967408272418677
Low recruitment,PR+20,Near term (2026–2035),128,0.736621689225276
Low recruitment,PR+20,Near term (2026–2035),129,1.35848999763122
Low recruitment,PR+20,Near term (2026–2035),130,1.27179329144542
Low recruitment,PR+20,Near term (2026–2035),131,1.1361897371698
Low recruitment,PR+20,Near term (2026–2035),132,1.56056928182028
Low recruitment,PR+20,Near term (2026–2035),133,1.07723169834293
Low recruitment,PR+20,Near term (2026–2035),134,2.23548322043107
Low recruitment,PR+20,Near term (2026–2035),135,1.05537176539957
Low recruitment,PR+20,Near term (2026–2035),136,1.15821659341991
Low recruitment,PR+20,Near term (2026–2035),137,1.22679406838524
Low recruitment,PR+20,Near term (2026–2035),138,0.874734379373819
Low recruitment,PR+20,Near term (2026–2035),139,1.96948132125909
Low recruitment,PR+20,Near term (2026–2035),140,0.947569401948387
Low recruitment,PR+20,Near term (2026–2035),141,1.42187933400371
Low recruitment,PR+20,Near term (2026–2035),142,0.933242617376425
Low recruitment,PR+20,Near term (2026–2035),143,1.24294122006182
Low recruitment,PR+20,Near term (2026–2035),144,1.41309915358264
Low recruitment,PR+20,Near term (2026–2035),145,1.17615201952125
Low recruitment,PR+20,Near term (2026–2035),146,1.26254272156576
Low recruitment,PR+20,Near term (2026–2035),147,1.52769129179072
Low recruitment,PR+20,Near term (2026–2035),148,1.74814900167797
Low recruitment,PR+20,Near term (2026–2035),149,1.62907040509625
Low recruitment,PR+20,Near term (2026–2035),150,1.40154913928548
Low recruitment,PR+20,Near term (2026–2035),151,1.29514950428798
Low recruitment,PR+20,Near term (2026–2035),152,0.822353215975881
Low recruitment,PR+20,Near term (2026–2035),153,0.646729132762871
Low recruitment,PR+20,Near term (2026–2035),154,1.54036078068756
Low recruitment,PR+20,Near term (2026–2035),155,1.54754467428544
Low recruitment,PR+20,Near term (2026–2035),156,0.869084277734457
Low recruitment,PR+20,Near term (2026–2035),157,1.57889490803909
Low recruitment,PR+20,Near term (2026–2035),158,1.88113284708467
Low recruitment,PR+20,Near term (2026–2035),159,1.85548585343516
Low recruitment,PR+20,Near term (2026–2035),160,1.27694609156525
Low recruitment,PR+20,Near term (2026–2035),161,0.955966609297357
Low recruitment,PR+20,Near term (2026–2035),162,1.05572441746667
Low recruitment,PR+20,Near term (2026–2035),163,1.37293273194451
Low recruitment,PR+20,Near term (2026–2035),164,1.45205962632472
Low recruitment,PR+20,Near term (2026–2035),165,1.65249612937367
Low recruitment,PR+20,Near term (2026–2035),166,0.891609192961357
Low recruitment,PR+20,Near term (2026–2035),167,2.04513961738584
Low recruitment,PR+20,Near term (2026–2035),168,1.46941388140391
Low recruitment,PR+20,Near term (2026–2035),169,0.75679624878957
Low recruitment,PR+20,Near term (2026–2035),170,1.11268129091664
Low recruitment,PR+20,Near term (2026–2035),171,1.44101070219874
Low recruitment,PR+20,Near term (2026–2035),172,0.732197620275025
Low recruitment,PR+20,Near term (2026–2035),173,1.10689304403602
Low recruitment,PR+20,Near term (2026–2035),174,0.994790567838464
Low recruitment,PR+20,Near term (2026–2035),175,1.8212298704633
Low recruitment,PR+20,Near term (2026–2035),176,1.11786387048994
Low recruitment,PR+20,Near term (2026–2035),177,1.05980220210101
Low recruitment,PR+20,Near term (2026–2035),178,1.45985939005502
Low recruitment,PR+20,Near term (2026–2035),179,0.889622408354824
Low recruitment,PR+20,Near term (2026–2035),180,1.30202498612691
Low recruitment,PR+20,Near term (2026–2035),181,1.3228761313914
Low recruitment,PR+20,Near term (2026–2035),182,1.30474059660563
Low recruitment,PR+20,Near term (2026–2035),183,1.22110860942459
Low recruitment,PR+20,Near term (2026–2035),184,1.39655795976451
Low recruitment,PR+20,Near term (2026–2035),185,1.37429897731238
Low recruitment,PR+20,Near term (2026–2035),186,0.812472081509193
Low recruitment,PR+20,Near term (2026–2035),187,2.04812448782331
Low recruitment,PR+20,Near term (2026–2035),188,1.59722665363111
Low recruitment,PR+20,Near term (2026–2035),189,0.757188022433311
Low recruitment,PR+20,Near term (2026–2035),190,0.976091310241156
Low recruitment,PR+20,Near term (2026–2035),191,0.940808521362131
Low recruitment,PR+20,Near term (2026–2035),192,0.934435076913024
Low recruitment,PR+20,Near term (2026–2035),193,1.12829269981263
Low recruitment,PR+20,Near term (2026–2035),194,1.21786552114404
Low recruitment,PR+20,Near term (2026–2035),195,1.18770678584251
Low recruitment,PR+20,Near term (2026–2035),196,1.12434187044452
Low recruitment,PR+20,Near term (2026–2035),197,1.30920528149618
Low recruitment,PR+20,Near term (2026–2035),198,1.32340388855332
Low recruitment,PR+20,Near term (2026–2035),199,0.661815108008915
Low recruitment,PR+20,Long term (2041–2050),100,1.62587701507519
Low recruitment,PR+20,Long term (2041–2050),101,0.865206153320179
Low recruitment,PR+20,Long term (2041–2050),102,1.14297692570152
Low recruitment,PR+20,Long term (2041–2050),103,1.18045625695279
Low recruitment,PR+20,Long term (2041–2050),104,1.21476029718198
Low recruitment,PR+20,Long term (2041–2050),105,0.789405074199822
Low recruitment,PR+20,Long term (2041–2050),106,1.08797762675131
Low recruitment,PR+20,Long term (2041–2050),107,1.34434407696146
Low recruitment,PR+20,Long term (2041–2050),108,1.22772335692329
Low recruitment,PR+20,Long term (2041–2050),109,0.776341968277785
Low recruitment,PR+20,Long term (2041–2050),110,1.19051197832931
Low recruitment,PR+20,Long term (2041–2050),111,1.91281354021348
Low recruitment,PR+20,Long term (2041–2050),112,0.924692685132431
Low recruitment,PR+20,Long term (2041–2050),113,0.589251080996733
Low recruitment,PR+20,Long term (2041–2050),114,1.1597042742706
Low recruitment,PR+20,Long term (2041–2050),115,1.22986066049392
Low recruitment,PR+20,Long term (2041–2050),116,0.878228267810894
Low recruitment,PR+20,Long term (2041–2050),117,0.942932160863164
Low recruitment,PR+20,Long term (2041–2050),118,1.54547646605689
Low recruitment,PR+20,Long term (2041–2050),119,1.10236902387025
Low recruitment,PR+20,Long term (2041–2050),120,1.32349262413506
Low recruitment,PR+20,Long term (2041–2050),121,1.21601177509453
Low recruitment,PR+20,Long term (2041–2050),122,1.83155306689401
Low recruitment,PR+20,Long term (2041–2050),123,1.57262071236076
Low recruitment,PR+20,Long term (2041–2050),124,0.962759877983818
Low recruitment,PR+20,Long term (2041–2050),125,0.927606435874747
Low recruitment,PR+20,Long term (2041–2050),126,0.940507768226025
Low recruitment,PR+20,Long term (2041–2050),127,1.18507883878587
Low recruitment,PR+20,Long term (2041–2050),128,1.21559052122448
Low recruitment,PR+20,Long term (2041–2050),129,1.28381498529217
Low recruitment,PR+20,Long term (2041–2050),130,1.23961379617888
Low recruitment,PR+20,Long term (2041–2050),131,1.65681714482659
Low recruitment,PR+20,Long term (2041–2050),132,1.15246532550449
Low recruitment,PR+20,Long term (2041–2050),133,0.852758226499481
Low recruitment,PR+20,Long term (2041–2050),134,1.78923109526317
Low recruitment,PR+20,Long term (2041–2050),135,0.70110042382528
Low recruitment,PR+20,Long term (2041–2050),136,0.94960279856505
Low recruitment,PR+20,Long term (2041–2050),137,1.70362892610381
Low recruitment,PR+20,Long term (2041–2050),138,0.939300835246524
Low recruitment,PR+20,Long term (2041–2050),139,1.29053555010351
Low recruitment,PR+20,Long term (2041–2050),140,1.4545596784233
Low recruitment,PR+20,Long term (2041–2050),141,1.26231674951518
Low recruitment,PR+20,Long term (2041–2050),142,1.06368602364769
Low recruitment,PR+20,Long term (2041–2050),143,0.75496437223048
Low recruitment,PR+20,Long term (2041–2050),144,0.930558732210106
Low recruitment,PR+20,Long term (2041–2050),145,0.950444644329383
Low recruitment,PR+20,Long term (2041–2050),146,0.631016923287768
Low recruitment,PR+20,Long term (2041–2050),147,0.275986803369388
Low recruitment,PR+20,Long term (2041–2050),148,2.13214649266086
Low recruitment,PR+20,Long term (2041–2050),149,1.03773061337021
Low recruitment,PR+20,Long term (2041–2050),150,0.848653609394174
Low recruitment,PR+20,Long term (2041–2050),151,1.12205053108513
Low recruitment,PR+20,Long term (2041–2050),152,1.45927010730143
Low recruitment,PR+20,Long term (2041–2050),153,0.715799376678512
Low recruitment,PR+20,Long term (2041–2050),154,1.30819679574697
Low recruitment,PR+20,Long term (2041–2050),155,1.21591884029077
Low recruitment,PR+20,Long term (2041–2050),156,1.46351275417893
Low recruitment,PR+20,Long term (2041–2050),157,1.17179086658032
Low recruitment,PR+20,Long term (2041–2050),158,0.966772849902001
Low recruitment,PR+20,Long term (2041–2050),159,1.89672547940578
Low recruitment,PR+20,Long term (2041–2050),160,0.652040190697868
Low recruitment,PR+20,Long term (2041–2050),161,1.4377886274037
Low recruitment,PR+20,Long term (2041–2050),162,0.847803620936962
Low recruitment,PR+20,Long term (2041–2050),163,0.881096532078055
Low recruitment,PR+20,Long term (2041–2050),164,0.890375633691005
Low recruitment,PR+20,Long term (2041–2050),165,1.2808812365425
Low recruitment,PR+20,Long term (2041–2050),166,0.667854019670062
Low recruitment,PR+20,Long term (2041–2050),167,1.14157841488505
Low recruitment,PR+20,Long term (2041–2050),168,1.08057896947556
Low recruitment,PR+20,Long term (2041–2050),169,2.08859046540137
Low recruitment,PR+20,Long term (2041–2050),170,1.01614035629214
Low recruitment,PR+20,Long term (2041–2050),171,0.971291779478704
Low recruitment,PR+20,Long term (2041–2050),172,1.49752497797216
Low recruitment,PR+20,Long term (2041–2050),173,0.709006488436393
Low recruitment,PR+20,Long term (2041–2050),174,1.01218145706524
Low recruitment,PR+20,Long term (2041–2050),175,0.66692297057196
Low recruitment,PR+20,Long term (2041–2050),176,1.247882132878
Low recruitment,PR+20,Long term (2041–2050),177,1.69417111869984
Low recruitment,PR+20,Long term (2041–2050),178,1.2002644270617
Low recruitment,PR+20,Long term (2041–2050),179,1.21578919203077
Low recruitment,PR+20,Long term (2041–2050),180,0.97450297406552
Low recruitment,PR+20,Long term (2041–2050),181,1.24450091856945
Low recruitment,PR+20,Long term (2041–2050),182,1.52641405304375
Low recruitment,PR+20,Long term (2041–2050),183,0.970312161882451
Low recruitment,PR+20,Long term (2041–2050),184,1.88384373250876
Low recruitment,PR+20,Long term (2041–2050),185,1.43207313813449
Low recruitment,PR+20,Long term (2041–2050),186,1.20741948204726
Low recruitment,PR+20,Long term (2041–2050),187,1.37576411994825
Low recruitment,PR+20,Long term (2041–2050),188,1.17054540857976
Low recruitment,PR+20,Long term (2041–2050),189,1.19076184351983
Low recruitment,PR+20,Long term (2041–2050),190,1.27167342697668
Low recruitment,PR+20,Long term (2041–2050),191,1.18812209686781
Low recruitment,PR+20,Long term (2041–2050),192,1.16983488361928
Low recruitment,PR+20,Long term (2041–2050),193,1.44504167992837
Low recruitment,PR+20,Long term (2041–2050),194,0.87940431237817
Low recruitment,PR+20,Long term (2041–2050),195,0.754029109459628
Low recruitment,PR+20,Long term (2041–2050),196,1.51338228697091
Low recruitment,PR+20,Long term (2041–2050),197,1.83052351846958
Low recruitment,PR+20,Long term (2041–2050),198,1.12736992471488
Low recruitment,PR+20,Long term (2041–2050),199,1.11350489657991
Cyclic recruitment,HS+20,Near term (2026–2035),100,0.838257394430589
Cyclic recruitment,HS+20,Near term (2026–2035),101,1.08838719247216
Cyclic recruitment,HS+20,Near term (2026–2035),102,1.10221725561237
Cyclic recruitment,HS+20,Near term (2026–2035),103,1.09106861107205
Cyclic recruitment,HS+20,Near term (2026–2035),104,1.00837806124536
Cyclic recruitment,HS+20,Near term (2026–2035),105,1.0279114176878
Cyclic recruitment,HS+20,Near term (2026–2035),106,1.56517886971289
Cyclic recruitment,HS+20,Near term (2026–2035),107,0.832573642430714
Cyclic recruitment,HS+20,Near term (2026–2035),108,1.01778949368461
Cyclic recruitment,HS+20,Near term (2026–2035),109,1.13530380564303
Cyclic recruitment,HS+20,Near term (2026–2035),110,1.43073055230186
Cyclic recruitment,HS+20,Near term (2026–2035),111,0.749212492324977
Cyclic recruitment,HS+20,Near term (2026–2035),112,0.83370749694708
Cyclic recruitment,HS+20,Near term (2026–2035),113,0.86724313443537
Cyclic recruitment,HS+20,Near term (2026–2035),114,1.32430161374695
Cyclic recruitment,HS+20,Near term (2026–2035),115,1.76987540743634
Cyclic recruitment,HS+20,Near term (2026–2035),116,1.45122791561953
Cyclic recruitment,HS+20,Near term (2026–2035),117,1.66047684948675
Cyclic recruitment,HS+20,Near term (2026–2035),118,1.11689016598215
Cyclic recruitment,HS+20,Near term (2026–2035),119,1.1639331898725
Cyclic recruitment,HS+20,Near term (2026–2035),120,1.16827443006354
Cyclic recruitment,HS+20,Near term (2026–2035),121,0.952169348727112
Cyclic recruitment,HS+20,Near term (2026–2035),122,0.804004733343039
Cyclic recruitment,HS+20,Near term (2026–2035),123,0.890026564059088
Cyclic recruitment,HS+20,Near term (2026–2035),124,1.0056487226222
Cyclic recruitment,HS+20,Near term (2026–2035),125,0.851166813240235
Cyclic recruitment,HS+20,Near term (2026–2035),126,0.729720950976674
Cyclic recruitment,HS+20,Near term (2026–2035),127,1.21215923391913
Cyclic recruitment,HS+20,Near term (2026–2035),128,0.766756547107873
Cyclic recruitment,HS+20,Near term (2026–2035),129,1.48866691174351
Cyclic recruitment,HS+20,Near term (2026–2035),130,1.04476913542652
Cyclic recruitment,HS+20,Near term (2026–2035),131,0.852828438758882
Cyclic recruitment,HS+20,Near term (2026–2035),132,0.774919399150415
Cyclic recruitment,HS+20,Near term (2026–2035),133,0.891521932908163
Cyclic recruitment,HS+20,Near term (2026–2035),134,1.10487606033266
Cyclic recruitment,HS+20,Near term (2026–2035),135,0.834076212531439
Cyclic recruitment,HS+20,Near term (2026–2035),136,0.830551109291132
Cyclic recruitment,HS+20,Near term (2026–2035),137,1.32530326294388
Cyclic recruitment,HS+20,Near term (2026–2035),138,1.09106030881275
Cyclic recruitment,HS+20,Near term (2026–2035),139,1.07884468914436
Cyclic recruitment,HS+20,Near term (2026–2035),140,0.717675787835945
Cyclic recruitment,HS+20,Near term (2026–2035),141,1.18920958577442
Cyclic recruitment,HS+20,Near term (2026–2035),142,0.91227310730078
Cyclic recruitment,HS+20,Near term (2026–2035),143,0.921970010383194
Cyclic recruitment,HS+20,Near term (2026–2035),144,0.991349599097672
Cyclic recruitment,HS+20,Near term (2026–2035),145,1.17157373711851
Cyclic recruitment,HS+20,Near term (2026–2035),146,0.583906139785967
Cyclic recruitment,HS+20,Near term (2026–2035),147,1.37990519350082
Cyclic recruitment,HS+20,Near term (2026–2035),148,1.06616944015365
Cyclic recruitment,HS+20,Near term (2026–2035),149,1.17681324730635
Cyclic recruitment,HS+20,Near term (2026–2035),150,1.15136185153011
Cyclic recruitment,HS+20,Near term (2026–2035),151,1.16033957379721
Cyclic recruitment,HS+20,Near term (2026–2035),152,0.919236160596202
Cyclic recruitment,HS+20,Near term (2026–2035),153,0.730343947873103
Cyclic recruitment,HS+20,Near term (2026–2035),154,1.10604523812221
Cyclic recruitment,HS+20,Near term (2026–2035),155,1.88993374999876
Cyclic recruitment,HS+20,Near term (2026–2035),156,1.38985928624659
Cyclic recruitment,HS+20,Near term (2026–2035),157,1.66160229153403
Cyclic recruitment,HS+20,Near term (2026–2035),158,1.83144990311321
Cyclic recruitment,HS+20,Near term (2026–2035),159,1.67558097348961
Cyclic recruitment,HS+20,Near term (2026–2035),160,1.22822776195924
Cyclic recruitment,HS+20,Near term (2026–2035),161,1.62141732192164
Cyclic recruitment,HS+20,Near term (2026–2035),162,1.17771660700129
Cyclic recruitment,HS+20,Near term (2026–2035),163,1.18305022757393
Cyclic recruitment,HS+20,Near term (2026–2035),164,1.11917611018716
Cyclic recruitment,HS+20,Near term (2026–2035),165,1.43085102117712
Cyclic recruitment,HS+20,Near term (2026–2035),166,1.3459198100303
Cyclic recruitment,HS+20,Near term (2026–2035),167,1.03253175217064
Cyclic recruitment,HS+20,Near term (2026–2035),168,1.13618756229172
Cyclic recruitment,HS+20,Near term (2026–2035),169,1.32407414744036
Cyclic recruitment,HS+20,Near term (2026–2035),170,1.28388921367335
Cyclic recruitment,HS+20,Near term (2026–2035),171,1.28150206197463
Cyclic recruitment,HS+20,Near term (2026–2035),172,0.838507490705434
Cyclic recruitment,HS+20,Near term (2026–2035),173,1.21540646398913
Cyclic recruitment,HS+20,Near term (2026–2035),174,1.10467869957837
Cyclic recruitment,HS+20,Near term (2026–2035),175,0.995464304928874
