mp_code,mp,short_label,family,display,om,biol,catch_mean,catch_q10,catch_q90,sb_mean,sb_q10,sb_q90,iacc_mean,iacc_q10,iacc_q90,n_replicates,om_panel
tun43,MP43,HS-20,Hockey-stick,HS-20 (MP43),h2_0.16h,Southern,814.600198196938,744.134523669349,872.633299730813,1.84988491560631,1.64770854253128,2.01652656884127,6.06444263471684,2.88906729880834,9.04054456182257,100,"Two stock, h=0.8 (om22)"
tun45,MP45,HSsym,Hockey-stick,HSsym (MP45),h2_0.16h,Southern,845.771668882782,781.186259039425,899.396516268483,1.85436252821793,1.65334765664746,2.02042212387136,5.94632645242795,2.99996492008456,8.90467591108611,100,"Two stock, h=0.8 (om22)"
tun47,MP47,HS-30,Hockey-stick,HS-30 (MP47),h2_0.16h,Southern,790.971238802001,711.602726308655,858.42066623596,1.84260005586846,1.63722259356478,2.01165026879272,6.12947026215492,2.90172988882992,9.28896728261661,100,"Two stock, h=0.8 (om22)"
tun32,MP32,PR+20,Power ramp,PR+20 (MP32),h2_0.16h,Southern,911.410191613269,772.597314008219,1032.70723550486,1.53980482596202,1.3087866835596,1.73489131099959,8.53675221627932,2.87999385121109,14.3561075183378,100,"Two stock, h=0.8 (om22)"
tun44,MP44,PR-20,Power ramp,PR-20 (MP44),h2_0.16h,Southern,702.567374282253,640.125875573677,744.539773002599,1.89193744983475,1.65785889059358,2.10664077536768,8.94726256237516,3.42566750812683,13.8183718450307,100,"Two stock, h=0.8 (om22)"
tun46,MP46,PRsym,Power ramp,PRsym (MP46),h2_0.16h,Southern,774.089560675614,729.365537164614,841.04489968838,1.89426426676612,1.66064658875984,2.08470422497045,8.35299528082162,3.29438117149521,13.059054783505,100,"Two stock, h=0.8 (om22)"
tun48,MP48,PR-30,Power ramp,PR-30 (MP48),h2_0.16h,Southern,620.079887444245,544.701700399708,682.027149749341,1.81563793861284,1.59429728971296,2.01986307510768,9.6021404382802,3.01687516345424,18.768617139809,100,"Two stock, h=0.8 (om22)"
tun29,MP29,HS+20,Hockey-stick,HS+20 (MP29),h2_1.14,North,250.722589359597,221.325276928133,275.806263247147,0.0353783685698818,0,0.0517780377187739,7.48470899584423,4.30915303439861e-11,21.6674468662781,100,"Two stock, model 1.14 (om23)"
tun43,MP43,HS-20,Hockey-stick,HS-20 (MP43),h2_1.14,North,197.12008614695,177.295572900417,213.412084863349,0.198304561098195,0,0.783902197780736,19.8381358363283,9.56956736075654e-11,36.6926940413725,100,"Two stock, model 1.14 (om23)"
tun45,MP45,HSsym,Hockey-stick,HSsym (MP45),h2_1.14,North,203.658299769587,185.581794375116,221.9620240494,0.184867363086033,0,0.74214957140906,19.0410062028464,4.94008999929463e-06,34.3475858885741,100,"Two stock, model 1.14 (om23)"
tun47,MP47,HS-30,Hockey-stick,HS-30 (MP47),h2_1.14,North,192.509757384862,171.428298384297,209.736196276682,0.200847352037982,0,0.794177502337676,20.1784211460789,9.45037353794476e-06,37.1826869341468,100,"Two stock, model 1.14 (om23)"
tun32,MP32,PR+20,Power ramp,PR+20 (MP32),h2_1.14,North,231.947149651206,194.942541992175,262.698237238236,0.0478540106114696,0,0.0892937844922616,10.1956306891009,4.90525398078034e-11,30.8813507310812,100,"Two stock, model 1.14 (om23)"
tun44,MP44,PR-20,Power ramp,PR-20 (MP44),h2_1.14,North,170.313566998035,152.287812077212,185.884961671614,0.316790038528686,0,1.0615899984152,23.1276202319614,9.30553281532226,37.2159626213724,100,"Two stock, model 1.14 (om23)"
tun46,MP46,PRsym,Power ramp,PRsym (MP46),h2_1.14,North,185.463047682222,169.427157128225,203.502383488785,0.287285185694693,0,1.0882746808062,22.9629150228509,10.2729584284218,37.9366747694448,100,"Two stock, model 1.14 (om23)"
tun48,MP48,PR-30,Power ramp,PR-30 (MP48),h2_1.14,North,155.845739089673,133.877459923126,177.183106399329,0.281427636450063,0,0.96684522889722,23.9289236164221,9.9426119420332,37.7568244361952,100,"Two stock, model 1.14 (om23)"
tun29,MP29,HS+20,Hockey-stick,HS+20 (MP29),h2_1.14,Southern,1087.82567946333,963.118455786535,1196.27964313338,1.53430684134738,1.41405372432561,1.65949442481491,4.6585684144,1.62484809511839,7.57142284916179,100,"Two stock, model 1.14 (om23)"
tun43,MP43,HS-20,Hockey-stick,HS-20 (MP43),h2_1.14,Southern,851.83141506874,774.246399403025,916.173973634312,1.79322952062046,1.67252275769158,1.91697025062407,5.10716408054193,3.21637044001,7.38319081674443,100,"Two stock, model 1.14 (om23)"
tun45,MP45,HSsym,Hockey-stick,HSsym (MP45),h2_1.14,Southern,880.369063126056,810.20975346225,940.830835416504,1.79215083706786,1.67275262241838,1.91662983404586,5.11134475067993,3.25796626898494,7.4371044817005,100,"Two stock, model 1.14 (om23)"
