"weight_scheme","mp","metric","raw_value","preferred_direction","normalized_score","include","scheme_weight","weighted_contribution","years","summary"
"Equal weights","HSsym (MP45)","SB / SB[MSY]",1.49020376631955,"higher is better",59.8374,TRUE,0.125,7.4797,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HSsym (MP45)","F / F[MSY]",0.864687974210474,"lower is better",76.1749,TRUE,0.125,9.5219,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HSsym (MP45)","Catch",1902.54937963254,"higher is better",28.862,TRUE,0.125,3.6077,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HSsym (MP45)","IACC",3.26995301199252,"lower is better",100,TRUE,0.125,12.5,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HSsym (MP45)","VB / VB[2025]",4.8137255090581,"higher is better",56.9735,TRUE,0.125,7.1217,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HSsym (MP45)","VB / VB[MSY]",0.793304632742685,"higher is better",60.5644,TRUE,0.125,7.5705,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HSsym (MP45)","P(Kobe red)",0.2874,"lower is better",20.0647,TRUE,0.125,2.5081,"2041-2050","Proportion across all 2041-2050 iteration-years"
"Equal weights","HSsym (MP45)","Mean catch reduction",2.09767507138905,"lower is better",100,TRUE,0.125,12.5,"2041-2050","Median across iteration-specific 2026-2050 mean reductions"
"Equal weights","PR-20 (MP44)","SB / SB[MSY]",1.47147369503474,"higher is better",31.5355,TRUE,0.125,3.9419,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR-20 (MP44)","F / F[MSY]",0.902072836237866,"lower is better",0,TRUE,0.125,0,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR-20 (MP44)","Catch",1963.72768570653,"higher is better",100,TRUE,0.125,12.5,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR-20 (MP44)","IACC",10.1863220301742,"lower is better",3.9568,TRUE,0.125,0.4946,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR-20 (MP44)","VB / VB[2025]",4.88840245746072,"higher is better",79.8871,TRUE,0.125,9.9859,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR-20 (MP44)","VB / VB[MSY]",0.815213380535892,"higher is better",100,TRUE,0.125,12.5,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR-20 (MP44)","P(Kobe red)",0.2592,"lower is better",65.6958,TRUE,0.125,8.212,"2041-2050","Proportion across all 2041-2050 iteration-years"
"Equal weights","PR-20 (MP44)","Mean catch reduction",4.68069679547602,"lower is better",7.9774,TRUE,0.125,0.9972,"2041-2050","Median across iteration-specific 2026-2050 mean reductions"
"Equal weights","HS-30 (MP47)","SB / SB[MSY]",1.49237307485411,"higher is better",63.1154,TRUE,0.125,7.8894,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HS-30 (MP47)","F / F[MSY]",0.885917457677776,"lower is better",32.918,TRUE,0.125,4.1147,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HS-30 (MP47)","Catch",1904.41501969218,"higher is better",31.0313,TRUE,0.125,3.8789,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HS-30 (MP47)","IACC",3.93423935716901,"lower is better",90.7755,TRUE,0.125,11.3469,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HS-30 (MP47)","VB / VB[2025]",4.68641110295119,"higher is better",17.9088,TRUE,0.125,2.2386,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HS-30 (MP47)","VB / VB[MSY]",0.776272354491232,"higher is better",29.9064,TRUE,0.125,3.7383,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HS-30 (MP47)","P(Kobe red)",0.285,"lower is better",23.9482,TRUE,0.125,2.9935,"2041-2050","Proportion across all 2041-2050 iteration-years"
"Equal weights","HS-30 (MP47)","Mean catch reduction",2.33450309713878,"lower is better",91.5628,TRUE,0.125,11.4453,"2041-2050","Median across iteration-specific 2026-2050 mean reductions"
"Equal weights","PRsym (MP46)","SB / SB[MSY]",1.4629970092257,"higher is better",18.7269,TRUE,0.125,2.3409,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PRsym (MP46)","F / F[MSY]",0.895171012584641,"lower is better",14.0631,TRUE,0.125,1.7579,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PRsym (MP46)","Catch",1940.82546125544,"higher is better",73.3693,TRUE,0.125,9.1712,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PRsym (MP46)","IACC",9.66955451790976,"lower is better",11.1328,TRUE,0.125,1.3916,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PRsym (MP46)","VB / VB[2025]",4.95395182332869,"higher is better",100,TRUE,0.125,12.5,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PRsym (MP46)","VB / VB[MSY]",0.800348962847574,"higher is better",73.2441,TRUE,0.125,9.1555,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PRsym (MP46)","P(Kobe red)",0.275,"lower is better",40.1294,TRUE,0.125,5.0162,"2041-2050","Proportion across all 2041-2050 iteration-years"
"Equal weights","PRsym (MP46)","Mean catch reduction",4.46960823403602,"lower is better",15.4977,TRUE,0.125,1.9372,"2041-2050","Median across iteration-specific 2026-2050 mean reductions"
"Equal weights","HS-20 (MP43)","SB / SB[MSY]",1.47262518182246,"higher is better",33.2755,TRUE,0.125,4.1594,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HS-20 (MP43)","F / F[MSY]",0.899896924605787,"lower is better",4.4336,TRUE,0.125,0.5542,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HS-20 (MP43)","Catch",1904.77982369591,"higher is better",31.4555,TRUE,0.125,3.9319,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HS-20 (MP43)","IACC",3.49955563884474,"lower is better",96.8117,TRUE,0.125,12.1015,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HS-20 (MP43)","VB / VB[2025]",4.6280451318954,"higher is better",0,TRUE,0.125,0,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HS-20 (MP43)","VB / VB[MSY]",0.75965763874634,"higher is better",0,TRUE,0.125,0,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","HS-20 (MP43)","P(Kobe red)",0.2998,"lower is better",0,TRUE,0.125,0,"2041-2050","Proportion across all 2041-2050 iteration-years"
"Equal weights","HS-20 (MP43)","Mean catch reduction",2.21435130338251,"lower is better",95.8433,TRUE,0.125,11.9804,"2041-2050","Median across iteration-specific 2026-2050 mean reductions"
"Equal weights","PR-30 (MP48)","SB / SB[MSY]",1.45060361138065,"higher is better",0,TRUE,0.125,0,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR-30 (MP48)","F / F[MSY]",0.886511060324188,"lower is better",31.7085,TRUE,0.125,3.9636,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR-30 (MP48)","Catch",1877.72825605893,"higher is better",0,TRUE,0.125,0,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR-30 (MP48)","IACC",10.4712614188724,"lower is better",0,TRUE,0.125,0,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR-30 (MP48)","VB / VB[2025]",4.69162238748271,"higher is better",19.5078,TRUE,0.125,2.4385,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR-30 (MP48)","VB / VB[MSY]",0.787373105831448,"higher is better",49.8877,TRUE,0.125,6.236,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR-30 (MP48)","P(Kobe red)",0.238,"lower is better",100,TRUE,0.125,12.5,"2041-2050","Proportion across all 2041-2050 iteration-years"
"Equal weights","PR-30 (MP48)","Mean catch reduction",4.90461896654535,"lower is better",0,TRUE,0.125,0,"2041-2050","Median across iteration-specific 2026-2050 mean reductions"
"Equal weights","PR+20 (MP32)","SB / SB[MSY]",1.45313761182676,"higher is better",3.829,TRUE,0.125,0.4786,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR+20 (MP32)","F / F[MSY]",0.899905410986797,"lower is better",4.4163,TRUE,0.125,0.552,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR+20 (MP32)","Catch",1898.80508827676,"higher is better",24.5081,TRUE,0.125,3.0635,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR+20 (MP32)","IACC",9.68833918307611,"lower is better",10.8719,TRUE,0.125,1.359,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR+20 (MP32)","VB / VB[2025]",4.76976770780754,"higher is better",43.4856,TRUE,0.125,5.4357,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR+20 (MP32)","VB / VB[MSY]",0.785442851395198,"higher is better",46.4132,TRUE,0.125,5.8017,"2041-2050","Median across iteration-specific 2041-2050 means"
"Equal weights","PR+20 (MP32)","P(Kobe red)",0.272,"lower is better",44.9838,TRUE,0.125,5.623,"2041-2050","Proportion across all 2041-2050 iteration-years"
"Equal weights","PR+20 (MP32)","Mean catch reduction",4.69480480408109,"lower is better",7.4748,TRUE,0.125,0.9344,"2041-2050","Median across iteration-specific 2026-2050 mean reductions"
